"period","heske_trtmnt","type","year","month","nind","biomass","energy"
16,"exclosure_1977","grasshopper",1978,10,1,30,72.9378919918372
17,"exclosure_1977","grasshopper",1978,11,1,21,55.8183169587426
18,"exclosure_1977","grasshopper",1978,12,2,51,129.019392826233
19,"exclosure_1977","grasshopper",1979,1,1,27,67.3961502032971
20,"exclosure_1977","grasshopper",1979,2,2,56,138.453123102815
21,"exclosure_1977","grasshopper",1979,3,0,0,0
22,"exclosure_1977","grasshopper",1979,4,1,23,59.7596635079572
23,"exclosure_1977","grasshopper",1979,5,2,39,105.067074861477
24,"exclosure_1977","grasshopper",1979,7,3,66,172.938534420304
25,"exclosure_1977","grasshopper",1979,7,2,66,156.631104987174
26,"exclosure_1977","grasshopper",1979,8,2,45,116.897228840968
27,"exclosure_1977","grasshopper",1979,9,2,80,180.619778801784
28,"exclosure_1977","grasshopper",1979,10,4,114,279.358778313318
29,"exclosure_1977","grasshopper",1979,11,2,43,113.618508420325
30,"exclosure_1977","grasshopper",1980,1,4,101,255.044279700526
31,"exclosure_1977","grasshopper",1980,2,3,77,194.646596181824
32,"exclosure_1977","grasshopper",1980,3,2,63,151.280445212415
33,"exclosure_1977","grasshopper",1980,4,1,36,83.6255798186177
34,"exclosure_1977","grasshopper",1980,5,1,39,88.7995411482622
35,"exclosure_1977","grasshopper",1980,6,1,26,65.5152311109777
36,"exclosure_1977","grasshopper",1980,7,0,0,0
37,"exclosure_1977","grasshopper",1980,8,0,0,0
38,"exclosure_1977","grasshopper",1980,9,0,0,0
39,"exclosure_1977","grasshopper",1980,10,5,95,256.398875036946
40,"exclosure_1977","grasshopper",1980,11,4,104,261.45682344851
41,"exclosure_1977","grasshopper",1980,12,0,0,0
42,"exclosure_1977","grasshopper",1981,1,1,32,76.5552096446982
43,"exclosure_1977","grasshopper",1981,1,1,28,69.259729318276
43,"exclosure_1977","grasshopper",1981,2,0,0,0
44,"exclosure_1977","grasshopper",1981,3,2,55,136.655879521573
45,"exclosure_1977","grasshopper",1981,5,0,0,0
46,"exclosure_1977","grasshopper",1981,6,1,30,72.9378919918372
47,"exclosure_1977","grasshopper",1981,7,1,25,63.616133959869
48,"exclosure_1977","grasshopper",1981,7,1,39,88.7995411482622
49,"exclosure_1977","grasshopper",1981,8,0,0,0
50,"exclosure_1977","grasshopper",1981,9,2,43,113.572361060238
50,"exclosure_1977","grasshopper",1981,10,0,0,0
51,"exclosure_1977","grasshopper",1981,10,0,0,0
52,"exclosure_1977","grasshopper",1981,11,5,134,334.286777388076
53,"exclosure_1977","grasshopper",1981,12,0,0,0
53,"exclosure_1977","grasshopper",1982,1,0,0,0
54,"exclosure_1977","grasshopper",1982,1,2,66,155.572790078685
55,"exclosure_1977","grasshopper",1982,2,0,0,0
56,"exclosure_1977","grasshopper",1982,3,1,32,76.5552096446982
57,"exclosure_1977","grasshopper",1982,4,1,26,65.5152311109777
58,"exclosure_1977","grasshopper",1982,5,1,24,61.6979448064802
59,"exclosure_1977","grasshopper",1982,6,2,47,120.57539151453
60,"exclosure_1977","grasshopper",1982,7,1,25,63.616133959869
61,"exclosure_1977","grasshopper",1982,8,3,86,210.636693653491
62,"exclosure_1977","grasshopper",1982,9,1,29,71.1067394489141
63,"exclosure_1977","grasshopper",1982,11,1,24,61.6979448064802
64,"exclosure_1977","grasshopper",1983,1,2,59,143.732539120434
65,"exclosure_1977","grasshopper",1983,2,2,58,141.958687180447
66,"exclosure_1977","grasshopper",1983,3,1,34,80.1164051605652
67,"exclosure_1977","grasshopper",1983,4,0,0,0
68,"exclosure_1977","grasshopper",1983,5,3,75,190.284728298916
69,"exclosure_1977","grasshopper",1983,6,2,82,184.22203704891
70,"exclosure_1977","grasshopper",1983,7,6,180,432.300798556521
71,"exclosure_1977","grasshopper",1983,8,2,53,132.554036643018
72,"exclosure_1977","grasshopper",1983,9,3,82,203.768385562156
73,"exclosure_1977","grasshopper",1983,10,2,58,141.958687180447
74,"exclosure_1977","grasshopper",1983,11,4,100,254.242200424698
75,"exclosure_1977","grasshopper",1983,12,0,0,0
76,"exclosure_1977","grasshopper",1984,2,0,0,0
77,"exclosure_1977","grasshopper",1984,3,2,76,173.99125043277
78,"exclosure_1977","grasshopper",1984,4,2,53,132.554036643018
79,"exclosure_1977","grasshopper",1984,5,4,116,282.395729762012
80,"exclosure_1977","grasshopper",1984,7,3,102,239.253213325407
81,"exclosure_1977","grasshopper",1984,7,0,0,0
81,"exclosure_1977","grasshopper",1984,8,1,40,90.5018089336904
82,"exclosure_1977","grasshopper",1984,8,0,0,0
83,"exclosure_1977","grasshopper",1984,9,3,76,191.459289914026
84,"exclosure_1977","grasshopper",1984,10,5,129,321.774289022145
85,"exclosure_1977","grasshopper",1984,12,2,49,125.078046277019
86,"exclosure_1977","grasshopper",1985,1,0,0,0
87,"exclosure_1977","grasshopper",1985,2,1,36,83.6255798186177
88,"exclosure_1977","grasshopper",1985,3,0,0,0
89,"exclosure_1977","grasshopper",1985,5,1,22,57.8001914615828
90,"exclosure_1977","grasshopper",1985,6,0,0,0
91,"exclosure_1977","grasshopper",1985,7,1,22,57.8001914615828
92,"exclosure_1977","grasshopper",1985,8,2,50,127.232267919738
93,"exclosure_1977","grasshopper",1985,9,0,0,0
94,"exclosure_1977","grasshopper",1985,10,2,56,138.519458636552
95,"exclosure_1977","grasshopper",1985,11,2,61,147.661949093612
96,"exclosure_1977","grasshopper",1985,12,1,30,72.9378919918372
97,"exclosure_1977","grasshopper",1986,3,0,0,0
98,"exclosure_1977","grasshopper",1986,4,1,15,43.3691300549964
99,"exclosure_1977","grasshopper",1986,5,2,30,85.3844242439434
100,"exclosure_1977","grasshopper",1986,6,2,50,126.925056407657
101,"exclosure_1977","grasshopper",1986,7,2,44,114.119973436065
102,"exclosure_1977","grasshopper",1986,8,0,0,0
103,"exclosure_1977","grasshopper",1986,9,3,78,196.253314564398
104,"exclosure_1977","grasshopper",1986,10,2,56,138.253154451178
105,"exclosure_1977","grasshopper",1986,11,0,0,0
106,"exclosure_1977","grasshopper",1986,12,0,0,0
107,"exclosure_1977","grasshopper",1987,1,0,0,0
107,"exclosure_1977","grasshopper",1987,2,0,0,0
108,"exclosure_1977","grasshopper",1987,3,0,0,0
109,"exclosure_1977","grasshopper",1987,4,0,0,0
110,"exclosure_1977","grasshopper",1987,4,0,0,0
111,"exclosure_1977","grasshopper",1987,5,0,0,0
112,"exclosure_1977","grasshopper",1987,6,0,0,0
112,"exclosure_1977","grasshopper",1987,7,1,24,61.6979448064802
113,"exclosure_1977","grasshopper",1987,7,4,102,257.436919679355
114,"exclosure_1977","grasshopper",1987,8,2,48,123.31542257256
115,"exclosure_1977","grasshopper",1987,9,2,46,119.519327015914
116,"exclosure_1977","grasshopper",1987,10,1,27,67.3961502032971
117,"exclosure_1977","grasshopper",1987,11,1,24,61.6979448064802
118,"exclosure_1977","grasshopper",1988,1,1,24,61.6979448064802
119,"exclosure_1977","grasshopper",1988,2,1,27,67.3961502032971
120,"exclosure_1977","grasshopper",1988,3,2,59,144.044631440751
121,"exclosure_1977","grasshopper",1988,4,1,28,69.259729318276
122,"exclosure_1977","grasshopper",1988,5,2,52,131.012284163166
123,"exclosure_1977","grasshopper",1988,6,3,70,180.968511263535
124,"exclosure_1977","grasshopper",1988,7,0,0,0
125,"exclosure_1977","grasshopper",1988,8,0,0,0
126,"exclosure_1977","grasshopper",1988,9,1,27,67.3961502032971
127,"exclosure_1977","grasshopper",1988,10,4,95,244.619775749399
128,"exclosure_1977","grasshopper",1988,11,8,180,467.661863087083
129,"exclosure_1977","grasshopper",1988,12,1,22,57.8001914615828
130,"exclosure_1977","grasshopper",1989,1,6,147,375.865782090564
131,"exclosure_1977","grasshopper",1989,2,8,223,549.976059091388
132,"exclosure_1977","grasshopper",1989,3,1,28,69.259729318276
133,"exclosure_1977","grasshopper",1989,4,0,0,0
134,"exclosure_1977","grasshopper",1989,5,0,0,0
135,"exclosure_1977","grasshopper",1989,6,0,0,0
136,"exclosure_1977","grasshopper",1989,7,1,23,59.7596635079572
137,"exclosure_1977","grasshopper",1989,7,1,27,67.3961502032971
138,"exclosure_1977","grasshopper",1989,9,1,25,63.616133959869
139,"exclosure_1977","grasshopper",1989,10,5,116,300.438092708141
140,"exclosure_1977","grasshopper",1989,11,4,109,270.731018323473
141,"exclosure_1977","grasshopper",1989,12,1,24,61.6979448064802
142,"exclosure_1977","grasshopper",1990,1,1,22,57.8001914615828
143,"exclosure_1977","grasshopper",1990,1,1,22,57.8001914615828
144,"exclosure_1977","grasshopper",1990,2,3,69,179.278990523872
145,"exclosure_1977","grasshopper",1990,3,1,24,61.6979448064802
146,"exclosure_1977","grasshopper",1990,4,1,26,65.5152311109777
147,"exclosure_1977","grasshopper",1990,5,0,0,0
148,"exclosure_1977","grasshopper",1990,6,0,0,0
149,"exclosure_1977","grasshopper",1990,7,1,39,88.7995411482622
150,"exclosure_1977","grasshopper",1990,8,2,60,145.631636271543
151,"exclosure_1977","grasshopper",1990,9,0,0,0
152,"exclosure_1977","grasshopper",1990,10,1,24,61.6979448064802
153,"exclosure_1977","grasshopper",1990,11,4,84,223.05864598223
154,"exclosure_1977","grasshopper",1990,12,3,68,177.02716471432
155,"exclosure_1977","grasshopper",1991,1,2,49,125.314078766349
1,"exclosure_1988","grasshopper",1977,7,0,0,0
2,"exclosure_1988","grasshopper",1977,8,0,0,0
3,"exclosure_1988","grasshopper",1977,9,0,0,0
4,"exclosure_1988","grasshopper",1977,10,1,21,55.8183169587426
5,"exclosure_1988","grasshopper",1977,11,0,0,0
6,"exclosure_1988","grasshopper",1977,12,0,0,0
7,"exclosure_1988","grasshopper",1978,1,0,0,0
8,"exclosure_1988","grasshopper",1978,2,0,0,0
9,"exclosure_1988","grasshopper",1978,3,2,59,142.904641945263
10,"exclosure_1988","grasshopper",1978,4,1,31.12671977,74.9829086817215
11,"exclosure_1988","grasshopper",1978,5,1,24,61.6979448064802
12,"exclosure_1988","grasshopper",1978,6,2,72,166.467676920323
13,"exclosure_1988","grasshopper",1978,7,0,0,0
14,"exclosure_1988","grasshopper",1978,8,3,82,202.369818790224
15,"exclosure_1988","grasshopper",1978,9,1,36,83.6255798186177
16,"exclosure_1988","grasshopper",1978,10,2,58,141.814349967045
17,"exclosure_1988","grasshopper",1978,11,2,63,150.877030145534
18,"exclosure_1988","grasshopper",1978,12,2,65,154.732319267532
19,"exclosure_1988","grasshopper",1979,1,2,71,165.35475079296
20,"exclosure_1988","grasshopper",1979,2,1,39,88.7995411482622
21,"exclosure_1988","grasshopper",1979,3,0,0,0
22,"exclosure_1988","grasshopper",1979,4,0,0,0
23,"exclosure_1988","grasshopper",1979,5,0,0,0
24,"exclosure_1988","grasshopper",1979,7,0,0,0
25,"exclosure_1988","grasshopper",1979,7,1,27,67.3961502032971
26,"exclosure_1988","grasshopper",1979,8,2,65,152.672935566634
27,"exclosure_1988","grasshopper",1979,9,4,108,267.653673962153
28,"exclosure_1988","grasshopper",1979,10,1,23,59.7596635079572
29,"exclosure_1988","grasshopper",1979,11,5,143,350.772658532119
30,"exclosure_1988","grasshopper",1980,1,2,52,131.012284163166
31,"exclosure_1988","grasshopper",1980,2,0,0,0
32,"exclosure_1988","grasshopper",1980,3,3,90,218.237662312701
33,"exclosure_1988","grasshopper",1980,4,2,74,170.711904805138
34,"exclosure_1988","grasshopper",1980,5,0,0,0
35,"exclosure_1988","grasshopper",1980,6,0,0,0
36,"exclosure_1988","grasshopper",1980,7,1,33,78.3425532205783
37,"exclosure_1988","grasshopper",1980,8,0,0,0
38,"exclosure_1988","grasshopper",1980,9,1,18,49.7240672582641
39,"exclosure_1988","grasshopper",1980,10,2,47,121.416325421452
40,"exclosure_1988","grasshopper",1980,11,2,59,143.161990496139
41,"exclosure_1988","grasshopper",1980,12,1,22,57.8001914615828
42,"exclosure_1988","grasshopper",1981,1,5,149,361.64299778441
43,"exclosure_1988","grasshopper",1981,1,2,77,175.752105077943
43,"exclosure_1988","grasshopper",1981,2,0,0,0
44,"exclosure_1988","grasshopper",1981,3,2,60,145.86058463035
45,"exclosure_1988","grasshopper",1981,5,0,0,0
46,"exclosure_1988","grasshopper",1981,6,1,27,67.3961502032971
47,"exclosure_1988","grasshopper",1981,7,0,0,0
48,"exclosure_1988","grasshopper",1981,7,1,18,49.7240672582641
49,"exclosure_1988","grasshopper",1981,8,0,0,0
50,"exclosure_1988","grasshopper",1981,9,2,58,141.180115993299
50,"exclosure_1988","grasshopper",1981,10,0,0,0
51,"exclosure_1988","grasshopper",1981,10,5,103,274.621292621394
52,"exclosure_1988","grasshopper",1981,11,2,48,123.39588961296
53,"exclosure_1988","grasshopper",1981,12,0,0,0
53,"exclosure_1988","grasshopper",1982,1,0,0,0
54,"exclosure_1988","grasshopper",1982,1,1,23,59.7596635079572
55,"exclosure_1988","grasshopper",1982,2,0,0,0
56,"exclosure_1988","grasshopper",1982,3,3,104,243.114313407502
57,"exclosure_1988","grasshopper",1982,4,0,0,0
58,"exclosure_1988","grasshopper",1982,5,0,0,0
59,"exclosure_1988","grasshopper",1982,6,2,41,109.631014511023
60,"exclosure_1988","grasshopper",1982,7,4,89,231.138266182697
61,"exclosure_1988","grasshopper",1982,8,4,105,263.531169379833
62,"exclosure_1988","grasshopper",1982,9,3,78,196.491997238014
63,"exclosure_1988","grasshopper",1982,11,2,51,129.094095009777
64,"exclosure_1988","grasshopper",1983,1,5,171,401.40826394172
65,"exclosure_1988","grasshopper",1983,2,2,69,161.453198802646
66,"exclosure_1988","grasshopper",1983,3,4,122,294.879514353471
67,"exclosure_1988","grasshopper",1983,4,2,65,154.897762865276
68,"exclosure_1988","grasshopper",1983,5,0,0,0
69,"exclosure_1988","grasshopper",1983,6,3,73,186.556400412163
70,"exclosure_1988","grasshopper",1983,7,1,30,72.9378919918372
71,"exclosure_1988","grasshopper",1983,8,1,45,98.8602380143538
72,"exclosure_1988","grasshopper",1983,9,1,28,69.259729318276
73,"exclosure_1988","grasshopper",1983,10,2,59,143.857784331556
74,"exclosure_1988","grasshopper",1983,11,5,147,358.469468544045
75,"exclosure_1988","grasshopper",1983,12,3,87,212.99226843871
76,"exclosure_1988","grasshopper",1984,2,1,33,78.3425532205783
77,"exclosure_1988","grasshopper",1984,3,0,0,0
78,"exclosure_1988","grasshopper",1984,4,0,0,0
79,"exclosure_1988","grasshopper",1984,5,0,0,0
80,"exclosure_1988","grasshopper",1984,7,3,76,192.564347763352
81,"exclosure_1988","grasshopper",1984,7,2,45,117.55985496954
81,"exclosure_1988","grasshopper",1984,8,1,26,65.5152311109777
82,"exclosure_1988","grasshopper",1984,8,1,21,55.8183169587426
83,"exclosure_1988","grasshopper",1984,9,3,88,213.877606401517
84,"exclosure_1988","grasshopper",1984,10,3,68,176.244993333141
85,"exclosure_1988","grasshopper",1984,12,1,45,98.8602380143538
86,"exclosure_1988","grasshopper",1985,1,8,198,503.029988728376
87,"exclosure_1988","grasshopper",1985,2,2,63,151.309054826134
88,"exclosure_1988","grasshopper",1985,3,3,97.12671977,231.614013668896
89,"exclosure_1988","grasshopper",1985,5,0,0,0
90,"exclosure_1988","grasshopper",1985,6,0,0,0
91,"exclosure_1988","grasshopper",1985,7,0,0,0
92,"exclosure_1988","grasshopper",1985,8,1,28,69.259729318276
93,"exclosure_1988","grasshopper",1985,9,0,0,0
94,"exclosure_1988","grasshopper",1985,10,2,56,137.438277370898
95,"exclosure_1988","grasshopper",1985,11,2,56,137.916596622148
96,"exclosure_1988","grasshopper",1985,12,2,53,132.697555499794
97,"exclosure_1988","grasshopper",1986,3,1,31,74.7538451814357
98,"exclosure_1988","grasshopper",1986,4,0,0,0
99,"exclosure_1988","grasshopper",1986,5,1,33,78.3425532205783
100,"exclosure_1988","grasshopper",1986,6,0,0,0
101,"exclosure_1988","grasshopper",1986,7,1,42,93.8748452722046
102,"exclosure_1988","grasshopper",1986,8,0,0,0
103,"exclosure_1988","grasshopper",1986,9,0,0,0
104,"exclosure_1988","grasshopper",1986,10,0,0,0
105,"exclosure_1988","grasshopper",1986,11,4,116,283.863684338379
106,"exclosure_1988","grasshopper",1986,12,0,0,0
107,"exclosure_1988","grasshopper",1987,1,2,76,174.172649973042
107,"exclosure_1988","grasshopper",1987,2,0,0,0
108,"exclosure_1988","grasshopper",1987,3,1,31,74.7538451814357
109,"exclosure_1988","grasshopper",1987,4,1,11,34.3681994673169
110,"exclosure_1988","grasshopper",1987,4,1,22,57.8001914615828
111,"exclosure_1988","grasshopper",1987,5,2,64,152.983999254653
112,"exclosure_1988","grasshopper",1987,6,3,64,168.895797467826
112,"exclosure_1988","grasshopper",1987,7,0,0,0
113,"exclosure_1988","grasshopper",1987,7,1,19,51.7818386467049
114,"exclosure_1988","grasshopper",1987,8,2,67,158.059270466538
115,"exclosure_1988","grasshopper",1987,9,4,123,295.407575854222
116,"exclosure_1988","grasshopper",1987,10,5,149,361.676472330389
117,"exclosure_1988","grasshopper",1987,11,3,95,226.998722348252
118,"exclosure_1988","grasshopper",1988,1,1,25,63.616133959869
119,"exclosure_1988","grasshopper",1988,2,1,33,78.3425532205783
120,"exclosure_1988","grasshopper",1988,3,1,39,88.7995411482622
121,"exclosure_1988","grasshopper",1988,4,3,52,142.194966658473
122,"exclosure_1988","grasshopper",1988,5,0,0,0
123,"exclosure_1988","grasshopper",1988,6,2,43,112.628859373272
124,"exclosure_1988","grasshopper",1988,7,2,58,142.197621310113
125,"exclosure_1988","grasshopper",1988,8,3,65,170.952922095253
126,"exclosure_1988","grasshopper",1988,9,6,154,387.108873732022
127,"exclosure_1988","grasshopper",1988,10,5,107,282.363400792525
128,"exclosure_1988","grasshopper",1988,11,3,79,197.387902164499
129,"exclosure_1988","grasshopper",1988,12,0,0,0
130,"exclosure_1988","grasshopper",1989,1,4,118,288.089262881503
131,"exclosure_1988","grasshopper",1989,2,0,0,0
132,"exclosure_1988","grasshopper",1989,3,4,104,262.007228348992
133,"exclosure_1988","grasshopper",1989,4,3,89,216.845442872789
134,"exclosure_1988","grasshopper",1989,5,2,58,142.197621310113
135,"exclosure_1988","grasshopper",1989,6,2,52,130.957674124756
136,"exclosure_1988","grasshopper",1989,7,0,0,0
137,"exclosure_1988","grasshopper",1989,7,0,0,0
138,"exclosure_1988","grasshopper",1989,9,1,22,57.8001914615828
139,"exclosure_1988","grasshopper",1989,10,0,0,0
140,"exclosure_1988","grasshopper",1989,11,2,45,116.897228840968
141,"exclosure_1988","grasshopper",1989,12,1,31,74.7538451814357
142,"exclosure_1988","grasshopper",1990,1,0,0,0
143,"exclosure_1988","grasshopper",1990,1,1,21,55.8183169587426
144,"exclosure_1988","grasshopper",1990,2,1,21,55.8183169587426
145,"exclosure_1988","grasshopper",1990,3,2,46,119.519327015914
146,"exclosure_1988","grasshopper",1990,4,4,93,237.846494709443
147,"exclosure_1988","grasshopper",1990,5,2,52,131.012284163166
148,"exclosure_1988","grasshopper",1990,6,1,24,61.6979448064802
149,"exclosure_1988","grasshopper",1990,7,3,99,234.241314039395
150,"exclosure_1988","grasshopper",1990,8,3,62,164.396548606268
151,"exclosure_1988","grasshopper",1990,9,4,112,276.725369556273
152,"exclosure_1988","grasshopper",1990,10,6,164,407.14183684987
153,"exclosure_1988","grasshopper",1990,11,2,60,145.814938962974
154,"exclosure_1988","grasshopper",1990,12,0,0,0
155,"exclosure_1988","grasshopper",1991,1,1,25,63.616133959869
1,"control","grasshopper",1977,7,0,0,0
2,"control","grasshopper",1977,8,0,0,0
3,"control","grasshopper",1977,9,0,0,0
4,"control","grasshopper",1977,10,0,0,0
5,"control","grasshopper",1977,11,0,0,0
6,"control","grasshopper",1977,12,1,24.05599577,61.8058765978623
7,"control","grasshopper",1978,1,3,79.23871131,198.594661877446
8,"control","grasshopper",1978,2,0,0,0
9,"control","grasshopper",1978,3,2,64,152.983999254653
10,"control","grasshopper",1978,4,0,0,0
11,"control","grasshopper",1978,5,0,0,0
12,"control","grasshopper",1978,6,0,0,0
13,"control","grasshopper",1978,7,1,22,57.8001914615828
14,"control","grasshopper",1978,8,0,0,0
15,"control","grasshopper",1978,9,2,44,115.510642358761
16,"control","grasshopper",1978,10,0,0,0
17,"control","grasshopper",1978,11,6,158,396.119811633151
18,"control","grasshopper",1978,12,2,55,136.554025951706
19,"control","grasshopper",1979,1,1,35,81.8772598057385
20,"control","grasshopper",1979,2,2,68,160.180789463316
21,"control","grasshopper",1979,3,0,0,0
22,"control","grasshopper",1979,4,0,0,0
23,"control","grasshopper",1979,5,0,0,0
24,"control","grasshopper",1979,7,0,0,0
25,"control","grasshopper",1979,7,2,55,135.407418465323
26,"control","grasshopper",1979,8,4,103,258.608854338208
27,"control","grasshopper",1979,9,3,78,195.962692937014
28,"control","grasshopper",1979,10,3,64,168.902056108266
29,"control","grasshopper",1979,11,2,71,165.502839624356
30,"control","grasshopper",1980,1,3,83.12671977,205.849311638593
31,"control","grasshopper",1980,2,3,106,247.232010598699
32,"control","grasshopper",1980,3,0,0,0
33,"control","grasshopper",1980,4,0,0,0
34,"control","grasshopper",1980,5,1,24,61.6979448064802
35,"control","grasshopper",1980,6,0,0,0
36,"control","grasshopper",1980,7,0,0,0
37,"control","grasshopper",1980,8,3,94,225.609798926173
38,"control","grasshopper",1980,9,3,72,183.215576764481
39,"control","grasshopper",1980,10,6,140,359.034954628892
40,"control","grasshopper",1980,11,1,23,59.7596635079572
41,"control","grasshopper",1980,12,4,111,274.33447881349
42,"control","grasshopper",1981,1,0,0,0
43,"control","grasshopper",1981,1,2,79,179.236644306761
43,"control","grasshopper",1981,2,0,0,0
44,"control","grasshopper",1981,3,2,51,125.485358620718
45,"control","grasshopper",1981,5,0,0,0
46,"control","grasshopper",1981,6,3,78,194.390860076911
47,"control","grasshopper",1981,7,0,0,0
48,"control","grasshopper",1981,7,1,31,74.7538451814357
49,"control","grasshopper",1981,8,0,0,0
50,"control","grasshopper",1981,9,1,24,61.6979448064802
50,"control","grasshopper",1981,10,0,0,0
51,"control","grasshopper",1981,10,5,112,291.642965939715
52,"control","grasshopper",1981,11,4,117,285.900712563956
53,"control","grasshopper",1981,12,3,88,214.242138697775
53,"control","grasshopper",1982,1,0,0,0
54,"control","grasshopper",1982,1,6,207,483.426157987658
55,"control","grasshopper",1982,2,5,161,383.431579633533
56,"control","grasshopper",1982,3,2,56,138.253154451178
57,"control","grasshopper",1982,4,1,38,87.0863249865208
58,"control","grasshopper",1982,5,2,71,164.375469125331
59,"control","grasshopper",1982,6,0,0,0
60,"control","grasshopper",1982,7,4,115,281.512991982218
61,"control","grasshopper",1982,8,3,120,271.121587735474
62,"control","grasshopper",1982,9,5,128,317.760015280055
63,"control","grasshopper",1982,11,6,197,466.976284679348
64,"control","grasshopper",1983,1,4,140,327.012697889202
65,"control","grasshopper",1983,2,3,91,220.385481452979
66,"control","grasshopper",1983,3,2,57,140.36646876719
67,"control","grasshopper",1983,4,2,68,160.115644215992
68,"control","grasshopper",1983,5,1,16,45.52
69,"control","grasshopper",1983,6,5,117,300.786416193333
70,"control","grasshopper",1983,7,3,76,192.564347763352
71,"control","grasshopper",1983,8,3,73,187.012023572829
72,"control","grasshopper",1983,9,1,25,63.616133959869
73,"control","grasshopper",1983,10,5,144,352.873569578941
74,"control","grasshopper",1983,11,3,89,216.86201185713
75,"control","grasshopper",1983,12,8,233,567.390462347259
76,"control","grasshopper",1984,2,4,101,255.445953473998
77,"control","grasshopper",1984,3,1,43,95.5462415403459
78,"control","grasshopper",1984,4,1,33,78.3425532205783
79,"control","grasshopper",1984,5,4,90,232.537094090621
80,"control","grasshopper",1984,7,2,45,117.297069757683
81,"control","grasshopper",1984,7,4,106,263.870313024644
81,"control","grasshopper",1984,8,1,23,59.7596635079572
82,"control","grasshopper",1984,8,4,85,220.764125861628
83,"control","grasshopper",1984,9,2,71,164.805970858622
84,"control","grasshopper",1984,10,3,86,211.391015094652
85,"control","grasshopper",1984,12,5,150,359.798877254227
86,"control","grasshopper",1985,1,3,97,229.228145211333
87,"control","grasshopper",1985,2,6,196,463.916186839778
88,"control","grasshopper",1985,3,4,116,282.713372505847
89,"control","grasshopper",1985,5,3,88,213.775503613009
90,"control","grasshopper",1985,6,0,0,0
91,"control","grasshopper",1985,7,2,67,150.848715677679
92,"control","grasshopper",1985,8,3,99,234.861259060391
93,"control","grasshopper",1985,9,6,169,416.168789315026
94,"control","grasshopper",1985,10,8,234,569.463884811952
95,"control","grasshopper",1985,11,5,104,276.208084401173
96,"control","grasshopper",1985,12,6,145,370.626009396525
97,"control","grasshopper",1986,3,5,136,337.792507364745
98,"control","grasshopper",1986,4,2,65,154.482475189818
99,"control","grasshopper",1986,5,3,88,214.96452378047
100,"control","grasshopper",1986,6,1,36,83.6255798186177
101,"control","grasshopper",1986,7,1,24.05599577,61.8058765978623
102,"control","grasshopper",1986,8,1,30,72.9378919918372
103,"control","grasshopper",1986,9,3,73,186.724078866556
104,"control","grasshopper",1986,10,4,89,230.684736354528
105,"control","grasshopper",1986,11,6,161,401.514810475803
106,"control","grasshopper",1986,12,3,84,207.191338572088
107,"control","grasshopper",1987,1,4,120,290.66882955931
107,"control","grasshopper",1987,2,0,0,0
108,"control","grasshopper",1987,3,4,109,271.378752930356
109,"control","grasshopper",1987,4,4,118,287.608182545677
110,"control","grasshopper",1987,4,2,69,161.270995475502
111,"control","grasshopper",1987,5,3,83,205.742576247231
112,"control","grasshopper",1987,6,1,31,74.7538451814357
112,"control","grasshopper",1987,7,0,0,0
113,"control","grasshopper",1987,7,1,26,65.5152311109777
114,"control","grasshopper",1987,8,3,84,207.329581078023
115,"control","grasshopper",1987,9,6,158,396.286393916174
116,"control","grasshopper",1987,10,1,30,72.9378919918372
117,"control","grasshopper",1987,11,3,90,218.767419681147
118,"control","grasshopper",1988,1,0,0,0
119,"control","grasshopper",1988,2,3,83,205.311418595278
120,"control","grasshopper",1988,3,2,72,167.239058840295
121,"control","grasshopper",1988,4,2,75,172.448124021077
122,"control","grasshopper",1988,5,0,0,0
123,"control","grasshopper",1988,6,2,65,154.815151797576
124,"control","grasshopper",1988,7,2,51,128.906930910497
125,"control","grasshopper",1988,8,2,80,180.737497820092
126,"control","grasshopper",1988,9,2,39,105.594536198986
127,"control","grasshopper",1988,10,1,22,57.8001914615828
128,"control","grasshopper",1988,11,5,136,337.14943576976
129,"control","grasshopper",1988,12,2,61,147.661949093612
130,"control","grasshopper",1989,1,5,156,375.03806674685
131,"control","grasshopper",1989,2,6,171,420.473855161041
132,"control","grasshopper",1989,3,2,71,165.255654115126
133,"control","grasshopper",1989,4,2,71,165.428878207099
134,"control","grasshopper",1989,5,2,77,175.885866134783
135,"control","grasshopper",1989,6,0,0,0
136,"control","grasshopper",1989,7,2,32,90.9061487024923
137,"control","grasshopper",1989,7,3,71,182.278103901283
138,"control","grasshopper",1989,9,4,100,254.103272575377
139,"control","grasshopper",1989,10,4,115,282.01667420774
140,"control","grasshopper",1989,11,10,251,635.081846065031
141,"control","grasshopper",1989,12,2,52,130.957674124756
142,"control","grasshopper",1990,1,3,75,190.717337632713
143,"control","grasshopper",1990,1,1,22,57.8001914615828
144,"control","grasshopper",1990,2,3,80,199.800161535016
145,"control","grasshopper",1990,3,4,107,266.579070856951
146,"control","grasshopper",1990,4,3,83,205.766129344602
147,"control","grasshopper",1990,5,1,24,61.6979448064802
148,"control","grasshopper",1990,6,1,27,67.3961502032971
149,"control","grasshopper",1990,7,2,41,108.578231647525
150,"control","grasshopper",1990,8,3,67,173.310990595392
151,"control","grasshopper",1990,9,0,0,0
152,"control","grasshopper",1990,10,2,51,129.094095009777
153,"control","grasshopper",1990,11,2,49,125.078046277019
154,"control","grasshopper",1990,12,6,177,431.113941522654
155,"control","grasshopper",1991,1,6,186,448.111503417875
