"period","type","plot","nind","biomass","energy","plot_type"
3,"grasshopper",6,0,0,0,"second_exclosure"
4,"grasshopper",6,1,21,55.8183169587426,"second_exclosure"
5,"grasshopper",6,0,0,0,"second_exclosure"
6,"grasshopper",6,0,0,0,"second_exclosure"
7,"grasshopper",6,0,0,0,"second_exclosure"
8,"grasshopper",6,0,0,0,"second_exclosure"
9,"grasshopper",6,0,0,0,"second_exclosure"
10,"grasshopper",6,0,0,0,"second_exclosure"
11,"grasshopper",6,0,0,0,"second_exclosure"
12,"grasshopper",6,0,0,0,"second_exclosure"
13,"grasshopper",6,0,0,0,"second_exclosure"
14,"grasshopper",6,0,0,0,"second_exclosure"
15,"grasshopper",6,0,0,0,"second_exclosure"
16,"grasshopper",6,0,0,0,"second_exclosure"
17,"grasshopper",6,0,0,0,"second_exclosure"
18,"grasshopper",6,1,36,83.6255798186177,"second_exclosure"
19,"grasshopper",6,1,32,76.5552096446982,"second_exclosure"
20,"grasshopper",6,0,0,0,"second_exclosure"
21,"grasshopper",6,0,0,0,"second_exclosure"
22,"grasshopper",6,0,0,0,"second_exclosure"
23,"grasshopper",6,0,0,0,"second_exclosure"
24,"grasshopper",6,0,0,0,"second_exclosure"
25,"grasshopper",6,0,0,0,"second_exclosure"
26,"grasshopper",6,0,0,0,"second_exclosure"
27,"grasshopper",6,0,0,0,"second_exclosure"
28,"grasshopper",6,1,23,59.7596635079572,"second_exclosure"
29,"grasshopper",6,1,23,59.7596635079572,"second_exclosure"
30,"grasshopper",6,0,0,0,"second_exclosure"
31,"grasshopper",6,0,0,0,"second_exclosure"
32,"grasshopper",6,0,0,0,"second_exclosure"
33,"grasshopper",6,0,0,0,"second_exclosure"
34,"grasshopper",6,0,0,0,"second_exclosure"
35,"grasshopper",6,0,0,0,"second_exclosure"
36,"grasshopper",6,0,0,0,"second_exclosure"
37,"grasshopper",6,0,0,0,"second_exclosure"
38,"grasshopper",6,0,0,0,"second_exclosure"
39,"grasshopper",6,1,22,57.8001914615828,"second_exclosure"
40,"grasshopper",6,0,0,0,"second_exclosure"
41,"grasshopper",6,0,0,0,"second_exclosure"
42,"grasshopper",6,0,0,0,"second_exclosure"
43,"grasshopper",6,0,0,0,"second_exclosure"
44,"grasshopper",6,0,0,0,"second_exclosure"
45,"grasshopper",6,0,0,0,"second_exclosure"
46,"grasshopper",6,0,0,0,"second_exclosure"
47,"grasshopper",6,0,0,0,"second_exclosure"
48,"grasshopper",6,0,0,0,"second_exclosure"
49,"grasshopper",6,0,0,0,"second_exclosure"
50,"grasshopper",6,0,0,0,"second_exclosure"
51,"grasshopper",6,0,0,0,"second_exclosure"
52,"grasshopper",6,0,0,0,"second_exclosure"
53,"grasshopper",6,0,0,0,"second_exclosure"
54,"grasshopper",6,0,0,0,"second_exclosure"
55,"grasshopper",6,0,0,0,"second_exclosure"
56,"grasshopper",6,2,65,154.31477225924,"second_exclosure"
57,"grasshopper",6,0,0,0,"second_exclosure"
58,"grasshopper",6,0,0,0,"second_exclosure"
59,"grasshopper",6,0,0,0,"second_exclosure"
60,"grasshopper",6,2,38,102.57172344898,"second_exclosure"
61,"grasshopper",6,1,26,65.5152311109777,"second_exclosure"
62,"grasshopper",6,0,0,0,"second_exclosure"
63,"grasshopper",6,2,51,129.094095009777,"second_exclosure"
64,"grasshopper",6,1,38,87.0863249865208,"second_exclosure"
65,"grasshopper",6,0,0,0,"second_exclosure"
66,"grasshopper",6,3,86,211.253934534853,"second_exclosure"
67,"grasshopper",6,1,33,78.3425532205783,"second_exclosure"
68,"grasshopper",6,0,0,0,"second_exclosure"
69,"grasshopper",6,0,0,0,"second_exclosure"
70,"grasshopper",6,0,0,0,"second_exclosure"
71,"grasshopper",6,0,0,0,"second_exclosure"
72,"grasshopper",6,1,28,69.259729318276,"second_exclosure"
73,"grasshopper",6,0,0,0,"second_exclosure"
74,"grasshopper",6,0,0,0,"second_exclosure"
75,"grasshopper",6,1,28,69.259729318276,"second_exclosure"
76,"grasshopper",6,1,33,78.3425532205783,"second_exclosure"
77,"grasshopper",6,0,0,0,"second_exclosure"
78,"grasshopper",6,0,0,0,"second_exclosure"
79,"grasshopper",6,0,0,0,"second_exclosure"
80,"grasshopper",6,0,0,0,"second_exclosure"
81,"grasshopper",6,0,0,0,"second_exclosure"
82,"grasshopper",6,0,0,0,"second_exclosure"
83,"grasshopper",6,1,23,59.7596635079572,"second_exclosure"
84,"grasshopper",6,1,15,43.3691300549964,"second_exclosure"
85,"grasshopper",6,0,0,0,"second_exclosure"
86,"grasshopper",6,5,128,322.681607347955,"second_exclosure"
87,"grasshopper",6,2,63,151.309054826134,"second_exclosure"
88,"grasshopper",6,2,62.12671977,149.736753863157,"second_exclosure"
89,"grasshopper",6,0,0,0,"second_exclosure"
90,"grasshopper",6,0,0,0,"second_exclosure"
91,"grasshopper",6,0,0,0,"second_exclosure"
92,"grasshopper",6,0,0,0,"second_exclosure"
93,"grasshopper",6,0,0,0,"second_exclosure"
94,"grasshopper",6,2,56,137.438277370898,"second_exclosure"
95,"grasshopper",6,0,0,0,"second_exclosure"
96,"grasshopper",6,0,0,0,"second_exclosure"
97,"grasshopper",6,1,31,74.7538451814357,"second_exclosure"
98,"grasshopper",6,0,0,0,"second_exclosure"
99,"grasshopper",6,1,33,78.3425532205783,"second_exclosure"
100,"grasshopper",6,0,0,0,"second_exclosure"
101,"grasshopper",6,0,0,0,"second_exclosure"
102,"grasshopper",6,0,0,0,"second_exclosure"
103,"grasshopper",6,0,0,0,"second_exclosure"
104,"grasshopper",6,0,0,0,"second_exclosure"
105,"grasshopper",6,1,36,83.6255798186177,"second_exclosure"
106,"grasshopper",6,0,0,0,"second_exclosure"
107,"grasshopper",6,1,38,87.0863249865208,"second_exclosure"
108,"grasshopper",6,1,31,74.7538451814357,"second_exclosure"
109,"grasshopper",6,1,11,34.3681994673169,"second_exclosure"
110,"grasshopper",6,1,22,57.8001914615828,"second_exclosure"
111,"grasshopper",6,1,35,81.8772598057385,"second_exclosure"
112,"grasshopper",6,1,25,63.616133959869,"second_exclosure"
113,"grasshopper",6,0,0,0,"second_exclosure"
114,"grasshopper",6,0,0,0,"second_exclosure"
115,"grasshopper",6,0,0,0,"second_exclosure"
116,"grasshopper",6,1,31,74.7538451814357,"second_exclosure"
117,"grasshopper",6,1,37,85.3617990345562,"second_exclosure"
118,"grasshopper",6,0,0,0,"second_exclosure"
119,"grasshopper",6,1,33,78.3425532205783,"second_exclosure"
120,"grasshopper",6,1,39,88.7995411482622,"second_exclosure"
121,"grasshopper",6,0,0,0,"second_exclosure"
122,"grasshopper",6,0,0,0,"second_exclosure"
123,"grasshopper",6,0,0,0,"second_exclosure"
124,"grasshopper",6,0,0,0,"second_exclosure"
125,"grasshopper",6,2,39,105.437690984275,"second_exclosure"
126,"grasshopper",6,1,26,65.5152311109777,"second_exclosure"
127,"grasshopper",6,1,20,53.8126975522807,"second_exclosure"
128,"grasshopper",6,1,35,81.8772598057385,"second_exclosure"
129,"grasshopper",6,0,0,0,"second_exclosure"
130,"grasshopper",6,1,29,71.1067394489141,"second_exclosure"
131,"grasshopper",6,0,0,0,"second_exclosure"
132,"grasshopper",6,0,0,0,"second_exclosure"
133,"grasshopper",6,2,56,138.502889652211,"second_exclosure"
134,"grasshopper",6,0,0,0,"second_exclosure"
135,"grasshopper",6,0,0,0,"second_exclosure"
136,"grasshopper",6,0,0,0,"second_exclosure"
137,"grasshopper",6,0,0,0,"second_exclosure"
138,"grasshopper",6,0,0,0,"second_exclosure"
139,"grasshopper",6,0,0,0,"second_exclosure"
140,"grasshopper",6,1,28,69.259729318276,"second_exclosure"
141,"grasshopper",6,1,31,74.7538451814357,"second_exclosure"
142,"grasshopper",6,0,0,0,"second_exclosure"
143,"grasshopper",6,0,0,0,"second_exclosure"
144,"grasshopper",6,0,0,0,"second_exclosure"
145,"grasshopper",6,0,0,0,"second_exclosure"
146,"grasshopper",6,1,10,31.9972214033309,"second_exclosure"
147,"grasshopper",6,0,0,0,"second_exclosure"
148,"grasshopper",6,0,0,0,"second_exclosure"
149,"grasshopper",6,1,29,71.1067394489141,"second_exclosure"
150,"grasshopper",6,0,0,0,"second_exclosure"
151,"grasshopper",6,2,62,149.493101636535,"second_exclosure"
152,"grasshopper",6,1,29,71.1067394489141,"second_exclosure"
153,"grasshopper",6,1,32,76.5552096446982,"second_exclosure"
154,"grasshopper",6,0,0,0,"second_exclosure"
155,"grasshopper",6,0,0,0,"second_exclosure"
1,"dipo",8,1,43.52721657,96.4235104463235,"orig_control"
2,"dipo",8,2,74,167.983237433063,"orig_control"
3,"dipo",8,1,119.9275604,206.206103493489,"orig_control"
4,"dipo",8,3,280.8551208,504.605676471348,"orig_control"
5,"dipo",8,2,151,284.695638204653,"orig_control"
6,"dipo",8,3,310,541.15509057671,"orig_control"
7,"dipo",8,2,286,470.485954168091,"orig_control"
8,"dipo",8,2,286,470.330313193227,"orig_control"
9,"dipo",8,3,343,588.453878849885,"orig_control"
10,"dipo",8,3,333.52721657,571.923851807459,"orig_control"
11,"dipo",8,3,287,516.6848256829,"orig_control"
12,"dipo",8,4,345,635.813954389931,"orig_control"
13,"dipo",8,4,322,598.234222840151,"orig_control"
14,"dipo",8,2,158,292.49850043085,"orig_control"
15,"dipo",8,5,390,727.322389141611,"orig_control"
16,"dipo",8,4,332,610.380107845703,"orig_control"
17,"dipo",8,4,260,509.004202654867,"orig_control"
18,"dipo",8,2,174,319.055966583712,"orig_control"
19,"dipo",8,1,128,216.530831499695,"orig_control"
20,"dipo",8,3,279,502.35303524391,"orig_control"
21,"dipo",8,2,168,309.015902309121,"orig_control"
22,"dipo",8,1,130,219.06337816878,"orig_control"
23,"dipo",8,2,181,325.855983847167,"orig_control"
24,"dipo",8,1,128,216.530831499695,"orig_control"
25,"dipo",8,1,126,213.988372268528,"orig_control"
26,"dipo",8,1,125,212.713364128719,"orig_control"
27,"dipo",8,1,122,208.872920612232,"orig_control"
28,"dipo",8,3,217,415.426272748443,"orig_control"
29,"dipo",8,2,89,195.78869914657,"orig_control"
30,"dipo",8,4,172,380.366141042384,"orig_control"
31,"dipo",8,3,223,420.527870725158,"orig_control"
32,"dipo",8,2,178,321.307436048338,"orig_control"
33,"dipo",8,2,165,298.290502197785,"orig_control"
34,"dipo",8,2,177,319.645729986637,"orig_control"
35,"dipo",8,2,184,331.434042903854,"orig_control"
36,"dipo",8,2,182,327.490212824563,"orig_control"
37,"dipo",8,1,134,224.099488446291,"orig_control"
38,"dipo",8,1,134,224.099488446291,"orig_control"
39,"dipo",8,1,142,234.060713554663,"orig_control"
40,"dipo",8,5,482,860.694092705598,"orig_control"
41,"dipo",8,4,433.9275604,757.435840375158,"orig_control"
42,"dipo",8,4,393,698.000119454924,"orig_control"
43,"dipo",8,4,389,693.010605974904,"orig_control"
44,"dipo",8,4,362,646.723595378406,"orig_control"
45,"dipo",8,4,351,629.995377130439,"orig_control"
46,"dipo",8,3,294,517.71741128647,"orig_control"
47,"dipo",8,4,367,660.549814342383,"orig_control"
48,"dipo",8,1,57,118.037066617257,"orig_control"
49,"dipo",8,1,51,108.590016337657,"orig_control"
50,"dipo",8,1,152,246.317323786337,"orig_control"
51,"dipo",8,0,0,0,"orig_control"
52,"dipo",8,3,331,572.095679124782,"orig_control"
53,"dipo",8,3,324,562.316747460093,"orig_control"
54,"dipo",8,0,0,0,"orig_control"
55,"dipo",8,4,373,669.469008473973,"orig_control"
56,"dipo",8,3,241,448.55489412625,"orig_control"
57,"dipo",8,3,261,477.523771730425,"orig_control"
58,"dipo",8,4,316,592.767906900676,"orig_control"
59,"dipo",8,3,259,476.684035522717,"orig_control"
60,"dipo",8,5,362,688.996459429405,"orig_control"
61,"dipo",8,5,363,690.690083792476,"orig_control"
62,"dipo",8,4,254,501.399162383511,"orig_control"
63,"dipo",8,3,251,462.670580544893,"orig_control"
64,"dipo",8,3,264,485.305149883456,"orig_control"
65,"dipo",8,4,346,636.699450761568,"orig_control"
66,"dipo",8,5,454,826.256030944976,"orig_control"
67,"dipo",8,7,532.03951957,1003.6584448176,"orig_control"
68,"dipo",8,3,288,515.288960328006,"orig_control"
69,"dipo",8,5,441,805.510755135732,"orig_control"
70,"dipo",8,3,193,382.848937799963,"orig_control"
71,"dipo",8,2,175,319.024014341086,"orig_control"
72,"dipo",8,6,598,1061.95979716299,"orig_control"
73,"dipo",8,0,0,0,"orig_control"
74,"dipo",8,3,216,413.48830947954,"orig_control"
75,"dipo",8,3,200,389.128630187957,"orig_control"
76,"dipo",8,3,205,396.796571933747,"orig_control"
77,"dipo",8,3,219,420.184569940958,"orig_control"
78,"dipo",8,1,63,127.238247414792,"orig_control"
79,"dipo",8,2,105,221.860790930065,"orig_control"
80,"dipo",8,4,178,386.854486136167,"orig_control"
81,"dipo",8,3,154,326.859164206251,"orig_control"
82,"dipo",8,4,206,437.306647167861,"orig_control"
83,"dipo",8,7,390,792.795053248602,"orig_control"
84,"dipo",8,7,370,756.798737744028,"orig_control"
85,"dipo",8,3,217,406.439782294092,"orig_control"
86,"dipo",8,3,120,271.365290843334,"orig_control"
87,"dipo",8,3,236,434.936248173517,"orig_control"
88,"dipo",8,5,332,640.404470448062,"orig_control"
89,"dipo",8,4,307,578.726299257992,"orig_control"
90,"dipo",8,4,306,574.38017099719,"orig_control"
91,"dipo",8,5,296,589.993348187819,"orig_control"
92,"dipo",8,3,137,299.758493633127,"orig_control"
93,"dipo",8,10,626,1239.64471597592,"orig_control"
94,"dipo",8,10,618,1224.65594178433,"orig_control"
95,"dipo",8,7,475,912.155778457373,"orig_control"
96,"dipo",8,7,480,920.167094362092,"orig_control"
97,"dipo",8,4,480,815.327063919815,"orig_control"
98,"dipo",8,3,331,573.3554106823,"orig_control"
99,"dipo",8,4,420,735.887037368698,"orig_control"
100,"dipo",8,2,103,218.447042620297,"orig_control"
101,"dipo",8,4,388,685.44545114522,"orig_control"
102,"dipo",8,3,346,594.701863173588,"orig_control"
103,"dipo",8,3,333,575.278794087914,"orig_control"
104,"dipo",8,4,381,677.186477252054,"orig_control"
105,"dipo",8,4,411,717.950132919608,"orig_control"
106,"dipo",8,2,215,369.35252615171,"orig_control"
107,"dipo",8,5,422,772.323568804312,"orig_control"
108,"dipo",8,4,398,699.403197383875,"orig_control"
109,"dipo",8,7,526,984.101694580194,"orig_control"
110,"dipo",8,5,497,878.393657078054,"orig_control"
111,"dipo",8,5,446,804.281505933561,"orig_control"
112,"dipo",8,7,508,961.344590035591,"orig_control"
113,"dipo",8,5,351,672.112634606621,"orig_control"
114,"dipo",8,3,167,346.945796035128,"orig_control"
115,"dipo",8,5,346,658.556695710879,"orig_control"
116,"dipo",8,4,167,373.445964654046,"orig_control"
117,"dipo",8,7,426,841.696591361888,"orig_control"
118,"dipo",8,6,399,774.416582599246,"orig_control"
119,"dipo",8,8,492,975.00012789327,"orig_control"
120,"dipo",8,5,336,647.678806034124,"orig_control"
121,"dipo",8,7,484,933.914571555702,"orig_control"
122,"dipo",8,7,428,847.215175128724,"orig_control"
123,"dipo",8,8,448,909.899577006431,"orig_control"
124,"dipo",8,7,435,856.687560273117,"orig_control"
125,"dipo",8,6,376,736.380872292531,"orig_control"
126,"dipo",8,4,316,586.170517516006,"orig_control"
127,"dipo",8,8,459.52721657,913.897592527113,"orig_control"
128,"dipo",8,7,423,833.917707850886,"orig_control"
129,"dipo",8,6,375,732.148264240701,"orig_control"
130,"dipo",8,8,474,946.32309500089,"orig_control"
131,"dipo",8,6,386,751.839142979347,"orig_control"
132,"dipo",8,6,326,677.752527912438,"orig_control"
133,"dipo",8,6,342,699.873101678831,"orig_control"
134,"dipo",8,8,396,833.062519628148,"orig_control"
135,"dipo",8,7,363,756.451566123358,"orig_control"
136,"dipo",8,6,317,659.515841076255,"orig_control"
137,"dipo",8,6,306,638.867705479388,"orig_control"
138,"dipo",8,5,236,511.883442201493,"orig_control"
139,"dipo",8,8,323,725.223355484595,"orig_control"
140,"dipo",8,6,279,607.424119104834,"orig_control"
141,"dipo",8,8,375,815.230439119587,"orig_control"
142,"dipo",8,6,284,615.264668189031,"orig_control"
143,"dipo",8,7,298.52721657,663.615813068446,"orig_control"
144,"dipo",8,8,338,752.438765736707,"orig_control"
145,"dipo",8,8,374,812.958462057719,"orig_control"
146,"dipo",8,7,278,624.000941592211,"orig_control"
147,"dipo",8,9,368,825.895964259394,"orig_control"
148,"dipo",8,3,126,281.411414216121,"orig_control"
149,"dipo",8,6,257,569.665206676211,"orig_control"
150,"dipo",8,5,226,495.78805701422,"orig_control"
151,"dipo",8,5,236,511.634814054149,"orig_control"
152,"dipo",8,7,277,625.220079025585,"orig_control"
153,"dipo",8,7,279,631.208074120951,"orig_control"
154,"dipo",8,7,292,652.950490000964,"orig_control"
155,"dipo",8,7,293,654.766234277925,"orig_control"
1,"other",8,0,0,0,"orig_control"
2,"other",8,0,0,0,"orig_control"
3,"other",8,0,0,0,"orig_control"
4,"other",8,0,0,0,"orig_control"
5,"other",8,0,0,0,"orig_control"
6,"other",8,0,0,0,"orig_control"
7,"other",8,0,0,0,"orig_control"
8,"other",8,0,0,0,"orig_control"
9,"other",8,0,0,0,"orig_control"
10,"other",8,0,0,0,"orig_control"
11,"other",8,0,0,0,"orig_control"
12,"other",8,0,0,0,"orig_control"
13,"other",8,0,0,0,"orig_control"
14,"other",8,0,0,0,"orig_control"
15,"other",8,0,0,0,"orig_control"
16,"other",8,0,0,0,"orig_control"
17,"other",8,0,0,0,"orig_control"
18,"other",8,0,0,0,"orig_control"
19,"other",8,0,0,0,"orig_control"
20,"other",8,0,0,0,"orig_control"
21,"other",8,0,0,0,"orig_control"
22,"other",8,0,0,0,"orig_control"
23,"other",8,0,0,0,"orig_control"
24,"other",8,0,0,0,"orig_control"
25,"other",8,0,0,0,"orig_control"
26,"other",8,0,0,0,"orig_control"
27,"other",8,0,0,0,"orig_control"
28,"other",8,0,0,0,"orig_control"
29,"other",8,0,0,0,"orig_control"
30,"other",8,0,0,0,"orig_control"
31,"other",8,0,0,0,"orig_control"
32,"other",8,0,0,0,"orig_control"
33,"other",8,0,0,0,"orig_control"
34,"other",8,0,0,0,"orig_control"
35,"other",8,0,0,0,"orig_control"
36,"other",8,0,0,0,"orig_control"
37,"other",8,0,0,0,"orig_control"
38,"other",8,0,0,0,"orig_control"
39,"other",8,0,0,0,"orig_control"
40,"other",8,0,0,0,"orig_control"
41,"other",8,0,0,0,"orig_control"
42,"other",8,0,0,0,"orig_control"
43,"other",8,0,0,0,"orig_control"
44,"other",8,0,0,0,"orig_control"
45,"other",8,0,0,0,"orig_control"
46,"other",8,0,0,0,"orig_control"
47,"other",8,0,0,0,"orig_control"
48,"other",8,0,0,0,"orig_control"
49,"other",8,1,173,271.423123345174,"orig_control"
50,"other",8,0,0,0,"orig_control"
51,"other",8,0,0,0,"orig_control"
52,"other",8,0,0,0,"orig_control"
53,"other",8,0,0,0,"orig_control"
54,"other",8,1,0,0,"orig_control"
55,"other",8,0,0,0,"orig_control"
56,"other",8,0,0,0,"orig_control"
57,"other",8,0,0,0,"orig_control"
58,"other",8,0,0,0,"orig_control"
59,"other",8,0,0,0,"orig_control"
60,"other",8,0,0,0,"orig_control"
61,"other",8,0,0,0,"orig_control"
62,"other",8,0,0,0,"orig_control"
63,"other",8,0,0,0,"orig_control"
64,"other",8,0,0,0,"orig_control"
65,"other",8,0,0,0,"orig_control"
66,"other",8,0,0,0,"orig_control"
67,"other",8,0,0,0,"orig_control"
68,"other",8,0,0,0,"orig_control"
69,"other",8,0,0,0,"orig_control"
70,"other",8,0,0,0,"orig_control"
71,"other",8,0,0,0,"orig_control"
72,"other",8,0,0,0,"orig_control"
73,"other",8,1,0,0,"orig_control"
74,"other",8,0,0,0,"orig_control"
75,"other",8,0,0,0,"orig_control"
76,"other",8,0,0,0,"orig_control"
77,"other",8,0,0,0,"orig_control"
78,"other",8,0,0,0,"orig_control"
79,"other",8,0,0,0,"orig_control"
80,"other",8,0,0,0,"orig_control"
81,"other",8,0,0,0,"orig_control"
82,"other",8,0,0,0,"orig_control"
83,"other",8,0,0,0,"orig_control"
84,"other",8,0,0,0,"orig_control"
85,"other",8,0,0,0,"orig_control"
86,"other",8,0,0,0,"orig_control"
87,"other",8,0,0,0,"orig_control"
88,"other",8,0,0,0,"orig_control"
89,"other",8,0,0,0,"orig_control"
90,"other",8,0,0,0,"orig_control"
91,"other",8,0,0,0,"orig_control"
92,"other",8,0,0,0,"orig_control"
93,"other",8,0,0,0,"orig_control"
94,"other",8,0,0,0,"orig_control"
95,"other",8,0,0,0,"orig_control"
96,"other",8,0,0,0,"orig_control"
97,"other",8,0,0,0,"orig_control"
98,"other",8,0,0,0,"orig_control"
99,"other",8,0,0,0,"orig_control"
100,"other",8,0,0,0,"orig_control"
101,"other",8,0,0,0,"orig_control"
102,"other",8,0,0,0,"orig_control"
103,"other",8,0,0,0,"orig_control"
104,"other",8,0,0,0,"orig_control"
105,"other",8,0,0,0,"orig_control"
106,"other",8,0,0,0,"orig_control"
107,"other",8,0,0,0,"orig_control"
108,"other",8,0,0,0,"orig_control"
109,"other",8,0,0,0,"orig_control"
110,"other",8,0,0,0,"orig_control"
111,"other",8,0,0,0,"orig_control"
112,"other",8,0,0,0,"orig_control"
113,"other",8,1,134,224.099488446291,"orig_control"
114,"other",8,1,120,206.29951213152,"orig_control"
115,"other",8,0,0,0,"orig_control"
116,"other",8,0,0,0,"orig_control"
117,"other",8,0,0,0,"orig_control"
118,"other",8,0,0,0,"orig_control"
119,"other",8,1,162.5347738,259.013252088968,"orig_control"
120,"other",8,0,0,0,"orig_control"
121,"other",8,1,60,122.666423824197,"orig_control"
122,"other",8,1,178,277.285569194229,"orig_control"
123,"other",8,2,272,450.179180103847,"orig_control"
124,"other",8,0,0,0,"orig_control"
125,"other",8,0,0,0,"orig_control"
126,"other",8,0,0,0,"orig_control"
127,"other",8,0,0,0,"orig_control"
128,"other",8,0,0,0,"orig_control"
129,"other",8,0,0,0,"orig_control"
130,"other",8,0,0,0,"orig_control"
131,"other",8,0,0,0,"orig_control"
132,"other",8,0,0,0,"orig_control"
133,"other",8,0,0,0,"orig_control"
134,"other",8,0,0,0,"orig_control"
135,"other",8,0,0,0,"orig_control"
136,"other",8,0,0,0,"orig_control"
137,"other",8,0,0,0,"orig_control"
138,"other",8,0,0,0,"orig_control"
139,"other",8,0,0,0,"orig_control"
140,"other",8,0,0,0,"orig_control"
141,"other",8,0,0,0,"orig_control"
142,"other",8,0,0,0,"orig_control"
143,"other",8,0,0,0,"orig_control"
144,"other",8,0,0,0,"orig_control"
145,"other",8,0,0,0,"orig_control"
146,"other",8,0,0,0,"orig_control"
147,"other",8,0,0,0,"orig_control"
148,"other",8,0,0,0,"orig_control"
149,"other",8,0,0,0,"orig_control"
150,"other",8,0,0,0,"orig_control"
151,"other",8,0,0,0,"orig_control"
152,"other",8,0,0,0,"orig_control"
153,"other",8,0,0,0,"orig_control"
154,"other",8,0,0,0,"orig_control"
155,"other",8,0,0,0,"orig_control"
1,"small_granivore",8,0,0,0,"orig_control"
2,"small_granivore",8,1,7,24.4870121320489,"orig_control"
3,"small_granivore",8,0,0,0,"orig_control"
4,"small_granivore",8,0,0,0,"orig_control"
5,"small_granivore",8,1,6,21.8135175789677,"orig_control"
6,"small_granivore",8,1,6,21.8135175789677,"orig_control"
7,"small_granivore",8,0,0,0,"orig_control"
8,"small_granivore",8,0,0,0,"orig_control"
9,"small_granivore",8,0,0,0,"orig_control"
10,"small_granivore",8,0,0,0,"orig_control"
11,"small_granivore",8,1,7,24.4870121320489,"orig_control"
12,"small_granivore",8,1,8,27.0663539374619,"orig_control"
13,"small_granivore",8,0,0,0,"orig_control"
14,"small_granivore",8,0,0,0,"orig_control"
15,"small_granivore",8,1,8,27.0663539374619,"orig_control"
16,"small_granivore",8,0,0,0,"orig_control"
17,"small_granivore",8,0,0,0,"orig_control"
18,"small_granivore",8,0,0,0,"orig_control"
19,"small_granivore",8,0,0,0,"orig_control"
20,"small_granivore",8,0,0,0,"orig_control"
21,"small_granivore",8,0,0,0,"orig_control"
22,"small_granivore",8,0,0,0,"orig_control"
23,"small_granivore",8,0,0,0,"orig_control"
24,"small_granivore",8,0,0,0,"orig_control"
25,"small_granivore",8,0,0,0,"orig_control"
26,"small_granivore",8,0,0,0,"orig_control"
27,"small_granivore",8,1,14,41.1820814442282,"orig_control"
28,"small_granivore",8,0,0,0,"orig_control"
29,"small_granivore",8,0,0,0,"orig_control"
30,"small_granivore",8,1,8,27.0663539374619,"orig_control"
31,"small_granivore",8,0,0,0,"orig_control"
32,"small_granivore",8,1,7.899749373,26.8115703456281,"orig_control"
33,"small_granivore",8,1,8,27.0663539374619,"orig_control"
34,"small_granivore",8,0,0,0,"orig_control"
35,"small_granivore",8,0,0,0,"orig_control"
36,"small_granivore",8,0,0,0,"orig_control"
37,"small_granivore",8,0,0,0,"orig_control"
38,"small_granivore",8,1,8,27.0663539374619,"orig_control"
39,"small_granivore",8,0,0,0,"orig_control"
40,"small_granivore",8,1,7,24.4870121320489,"orig_control"
41,"small_granivore",8,1,7,24.4870121320489,"orig_control"
42,"small_granivore",8,0,0,0,"orig_control"
43,"small_granivore",8,0,0,0,"orig_control"
44,"small_granivore",8,1,6,21.8135175789677,"orig_control"
45,"small_granivore",8,0,0,0,"orig_control"
46,"small_granivore",8,0,0,0,"orig_control"
47,"small_granivore",8,1,7,24.4870121320489,"orig_control"
48,"small_granivore",8,0,0,0,"orig_control"
49,"small_granivore",8,0,0,0,"orig_control"
50,"small_granivore",8,1,20,53.8126975522807,"orig_control"
51,"small_granivore",8,1,9,29.5661072852007,"orig_control"
52,"small_granivore",8,1,7,24.4870121320489,"orig_control"
53,"small_granivore",8,0,0,0,"orig_control"
54,"small_granivore",8,0,0,0,"orig_control"
55,"small_granivore",8,0,0,0,"orig_control"
56,"small_granivore",8,0,0,0,"orig_control"
57,"small_granivore",8,1,7,24.4870121320489,"orig_control"
58,"small_granivore",8,0,0,0,"orig_control"
59,"small_granivore",8,1,7.899749373,26.8115703456281,"orig_control"
60,"small_granivore",8,2,23,70.4354839924583,"orig_control"
61,"small_granivore",8,5,94,255.871886914553,"orig_control"
62,"small_granivore",8,1,7,24.4870121320489,"orig_control"
63,"small_granivore",8,3,17,62.6526968345146,"orig_control"
64,"small_granivore",8,2,11,40.8391792555469,"orig_control"
65,"small_granivore",8,0,0,0,"orig_control"
66,"small_granivore",8,5,30,108.953226545531,"orig_control"
67,"small_granivore",8,3,20,70.7875418430655,"orig_control"
68,"small_granivore",8,1,7,24.4870121320489,"orig_control"
69,"small_granivore",8,0,0,0,"orig_control"
70,"small_granivore",8,0,0,0,"orig_control"
71,"small_granivore",8,1,8,27.0663539374619,"orig_control"
72,"small_granivore",8,1,7,24.4870121320489,"orig_control"
73,"small_granivore",8,0,0,0,"orig_control"
74,"small_granivore",8,0,0,0,"orig_control"
75,"small_granivore",8,0,0,0,"orig_control"
76,"small_granivore",8,0,0,0,"orig_control"
77,"small_granivore",8,0,0,0,"orig_control"
78,"small_granivore",8,0,0,0,"orig_control"
79,"small_granivore",8,0,0,0,"orig_control"
80,"small_granivore",8,2,30,85.8099189556116,"orig_control"
81,"small_granivore",8,0,0,0,"orig_control"
82,"small_granivore",8,0,0,0,"orig_control"
83,"small_granivore",8,0,0,0,"orig_control"
84,"small_granivore",8,0,0,0,"orig_control"
85,"small_granivore",8,0,0,0,"orig_control"
86,"small_granivore",8,0,0,0,"orig_control"
87,"small_granivore",8,0,0,0,"orig_control"
88,"small_granivore",8,0,0,0,"orig_control"
89,"small_granivore",8,0,0,0,"orig_control"
90,"small_granivore",8,0,0,0,"orig_control"
