"period","censusdate","era","plot","plot_type","total_e","dipo_e","smgran_e","pb_e","pp_e"
35,1980-06-22,"a_pre_ba",19,"EE",49.7240672582641,0,49.7240672582641,0,0
35,1980-06-22,"a_pre_ba",22,"CE",599.416406463975,599.416406463975,0,0,0
36,1980-07-21,"a_pre_ba",2,"CE",95.5462415403459,95.5462415403459,0,0,0
36,1980-07-21,"a_pre_ba",3,"EE",0,0,0,0,0
36,1980-07-21,"a_pre_ba",4,"CC",985.543891277132,985.543891277132,0,0,0
36,1980-07-21,"a_pre_ba",8,"CE",327.490212824563,327.490212824563,0,0,0
36,1980-07-21,"a_pre_ba",11,"CC",649.856113485777,625.369101353728,24.4870121320489,0,0
36,1980-07-21,"a_pre_ba",14,"CC",524.649092775758,524.649092775758,0,0,0
36,1980-07-21,"a_pre_ba",15,"EE",51.5533660695108,0,51.5533660695108,0,0
36,1980-07-21,"a_pre_ba",17,"CC",788.676981579791,788.676981579791,0,0,0
36,1980-07-21,"a_pre_ba",19,"EE",0,0,0,0,0
36,1980-07-21,"a_pre_ba",22,"CE",425.920964000809,425.920964000809,0,0,0
37,1980-08-13,"a_pre_ba",2,"CE",93.8748452722046,93.8748452722046,0,0,0
37,1980-08-13,"a_pre_ba",3,"EE",63.9944428066617,0,63.9944428066617,0,0
37,1980-08-13,"a_pre_ba",4,"CC",754.629690495662,754.629690495662,0,0,0
37,1980-08-13,"a_pre_ba",8,"CE",224.099488446291,224.099488446291,0,0,0
37,1980-08-13,"a_pre_ba",11,"CC",550.119737166877,550.119737166877,0,0,0
37,1980-08-13,"a_pre_ba",14,"CC",561.885418108935,561.885418108935,0,0,0
37,1980-08-13,"a_pre_ba",15,"EE",29.5661072852007,0,29.5661072852007,0,0
37,1980-08-13,"a_pre_ba",17,"CC",732.026066769327,732.026066769327,0,0,0
37,1980-08-13,"a_pre_ba",19,"EE",27.0663539374619,0,27.0663539374619,0,0
37,1980-08-13,"a_pre_ba",22,"CE",397.024920628019,397.024920628019,0,0,0
38,1980-09-07,"a_pre_ba",2,"CE",98.8602380143538,98.8602380143538,0,0,0
38,1980-09-07,"a_pre_ba",3,"EE",53.8107389822986,0,53.8107389822986,0,0
38,1980-09-07,"a_pre_ba",4,"CC",801.523374859734,756.003374859734,45.52,0,45.52
38,1980-09-07,"a_pre_ba",8,"CE",251.165842383753,224.099488446291,27.0663539374619,0,0
38,1980-09-07,"a_pre_ba",11,"CC",265.845994010241,220.325994010241,45.52,0,45.52
38,1980-09-07,"a_pre_ba",14,"CC",402.674977428282,402.674977428282,0,0,0
38,1980-09-07,"a_pre_ba",15,"EE",75.9462254538916,0,75.9462254538916,0,0
38,1980-09-07,"a_pre_ba",17,"CC",953.561196814787,953.561196814787,0,0,0
38,1980-09-07,"a_pre_ba",19,"EE",94.4625041407591,0,94.4625041407591,0,0
38,1980-09-07,"a_pre_ba",22,"CE",716.938015135406,689.871661197944,27.0663539374619,0,0
39,1980-10-11,"a_pre_ba",2,"CE",326.712157612993,326.712157612993,0,0,0
39,1980-10-11,"a_pre_ba",3,"EE",24.4870121320489,0,24.4870121320489,0,0
39,1980-10-11,"a_pre_ba",4,"CC",441.840291867167,441.840291867167,0,0,0
39,1980-10-11,"a_pre_ba",8,"CE",234.060713554663,234.060713554663,0,0,0
39,1980-10-11,"a_pre_ba",11,"CC",353.382919317042,307.862919317042,45.52,0,45.52
39,1980-10-11,"a_pre_ba",14,"CC",421.124671826188,421.124671826188,0,0,0
39,1980-10-11,"a_pre_ba",15,"EE",0,0,0,0,0
