"newmoonnumber","period","censusdate","month","day","year","treatment","plot","stake","species","sex","hfl","wgt","tag","ltag","small_granivore","dipo","type","energy"
336,315,2004-08-19,8,20,2004,"new_exclosure",8,54,"PP","F",23,18,"4C5C1C","0",TRUE,FALSE,"small_granivore",49.7240672582641
336,315,2004-08-19,8,20,2004,"new_exclosure",8,56,"PP","F",22,14,"85805","0",TRUE,FALSE,"small_granivore",41.1820814442282
336,315,2004-08-19,8,20,2004,"control",14,21,"PP","F",22,15,"496253","0",TRUE,FALSE,"small_granivore",43.3691300549964
336,315,2004-08-19,8,20,2004,"control",14,33,"PP","M",24,19,"6A4E18","0",TRUE,FALSE,"small_granivore",51.7818386467049
336,315,2004-08-19,8,20,2004,"control",14,46,"DM","F",37,48,"7E5700","0",FALSE,TRUE,"dipo",103.763161232581
336,315,2004-08-19,8,20,2004,"control",14,66,"PP","M",22,16,"3B0F14","0",TRUE,FALSE,"small_granivore",45.52
336,315,2004-08-19,8,20,2004,"control",14,56,"DM","F",36,44,"4B5E50","0",FALSE,TRUE,"dipo",97.2079476020466
336,315,2004-08-19,8,20,2004,"control",14,52,"PP","F",21,15,"1F176C","0",TRUE,FALSE,"small_granivore",43.3691300549964
336,315,2004-08-19,8,20,2004,"orig_exclosure",15,24,"PB","M",26,30,"4E5E7D","0",TRUE,FALSE,"small_granivore",72.9378919918372
336,315,2004-08-19,8,20,2004,"orig_exclosure",15,13,"PP","M",21,16,"140426","0",TRUE,FALSE,"small_granivore",45.52
336,315,2004-08-19,8,20,2004,"orig_exclosure",15,24,"DM","F",34,43.52721657,"0","0",FALSE,TRUE,"dipo",96.4235104463235
336,315,2004-08-19,8,20,2004,"orig_exclosure",15,16,"OT","M",21,29,"311A38","0",FALSE,FALSE,"other",71.1067394489141
336,315,2004-08-19,8,20,2004,"orig_exclosure",15,34,"PB","F",25,25,"1F7A6E","0",TRUE,FALSE,"small_granivore",63.616133959869
336,315,2004-08-19,8,20,2004,"orig_exclosure",15,74,"PB","F",26,30,"4A2F19","0",TRUE,FALSE,"small_granivore",72.9378919918372
336,315,2004-08-19,8,20,2004,"orig_exclosure",15,23,"OT","M",21,28,"5D366B","0",FALSE,FALSE,"other",69.259729318276
337,316,2004-09-11,9,11,2004,"new_exclosure",2,75,"PB","F",26,30,"6A4303","0",TRUE,FALSE,"small_granivore",72.9378919918372
337,316,2004-09-11,9,11,2004,"new_exclosure",2,31,"PP","F",21,16,"0D3903","0",TRUE,FALSE,"small_granivore",45.52
337,316,2004-09-11,9,11,2004,"new_exclosure",2,77,"PB","M",28,38,"051C66","0",TRUE,FALSE,"small_granivore",87.0863249865208
337,316,2004-09-11,9,11,2004,"new_exclosure",2,36,"PP","M",21,14,"3E1D79","0",TRUE,FALSE,"small_granivore",41.1820814442282
337,316,2004-09-11,9,11,2004,"new_exclosure",2,53,"PB","M",26,32,"486067","0",TRUE,FALSE,"small_granivore",76.5552096446982
337,316,2004-09-11,9,11,2004,"new_exclosure",2,21,"PP","F",22,16,"3F420D","0",TRUE,FALSE,"small_granivore",45.52
337,316,2004-09-11,9,11,2004,"new_exclosure",2,26,"PP","F",21,21,"07393C","0",TRUE,FALSE,"small_granivore",55.8183169587426
337,316,2004-09-11,9,11,2004,"new_exclosure",2,55,"PP","F",25,15,"607F06","0",TRUE,FALSE,"small_granivore",43.3691300549964
337,316,2004-09-11,9,11,2004,"new_exclosure",2,15,"PB","F",26,34,"6B3271","0",TRUE,FALSE,"small_granivore",80.1164051605652
337,316,2004-09-11,9,11,2004,"new_exclosure",2,27,"PB","M",25,13,"0B514F","0",TRUE,FALSE,"small_granivore",38.9555894891111
337,316,2004-09-11,9,11,2004,"orig_exclosure",19,66,"PB",NA,NA,31.87351518,NA,"0",TRUE,FALSE,"small_granivore",76.3281503314039
337,316,2004-09-11,9,11,2004,"orig_exclosure",19,36,"PP","F",21,16,"166624","0",TRUE,FALSE,"small_granivore",45.52
337,316,2004-09-11,9,11,2004,"orig_exclosure",19,21,"PB","F",25,28,"50636A","0",TRUE,FALSE,"small_granivore",69.259729318276
337,316,2004-09-11,9,11,2004,"control",17,67,"PP","F",23,18,"584531","0",TRUE,FALSE,"small_granivore",49.7240672582641
337,316,2004-09-11,9,11,2004,"control",17,51,"DM","M",35,47,"24330C","0",FALSE,TRUE,"dipo",102.137602618615
337,316,2004-09-11,9,11,2004,"control",17,42,"DM","M",36,48,"430C5D","0",FALSE,TRUE,"dipo",103.763161232581
337,316,2004-09-11,9,11,2004,"control",17,52,"PP","F",23,18,"002D57","0",TRUE,FALSE,"small_granivore",49.7240672582641
337,316,2004-09-11,9,11,2004,"control",17,71,"DM","F",36,50,"6F450D","0",FALSE,TRUE,"dipo",106.989157998308
337,316,2004-09-11,9,11,2004,"control",17,24,"PP","F",23,18,"5E5C41","0",TRUE,FALSE,"small_granivore",49.7240672582641
337,316,2004-09-11,9,11,2004,"control",17,47,"PP","M",21,15,"4E6739","0",TRUE,FALSE,"small_granivore",43.3691300549964
337,316,2004-09-11,9,11,2004,"control",17,26,"PP","F",23,16,"383473","0",TRUE,FALSE,"small_granivore",45.52
337,316,2004-09-11,9,11,2004,"orig_exclosure",21,72,"PB","M",27,35,"242D3B","0",TRUE,FALSE,"small_granivore",81.8772598057385
337,316,2004-09-11,9,11,2004,"orig_exclosure",21,17,"PB","M",26,37,"370D50","0",TRUE,FALSE,"small_granivore",85.3617990345562
337,316,2004-09-11,9,11,2004,"orig_exclosure",21,21,"PP","F",23,15,"49543F","0",TRUE,FALSE,"small_granivore",43.3691300549964
337,316,2004-09-11,9,11,2004,"orig_exclosure",21,56,"PB","F",26,23,"774E4B","0",TRUE,FALSE,"small_granivore",59.7596635079572
337,316,2004-09-11,9,11,2004,"new_exclosure",22,52,"PB","F",26,28,"11407C","0",TRUE,FALSE,"small_granivore",69.259729318276
337,316,2004-09-11,9,11,2004,"new_exclosure",22,12,"PB","M",26,36,"496168","0",TRUE,FALSE,"small_granivore",83.6255798186177
337,316,2004-09-11,9,11,2004,"new_exclosure",22,46,"PB","F",25,26,"6A1A61","0",TRUE,FALSE,"small_granivore",65.5152311109777
337,316,2004-09-11,9,11,2004,"new_exclosure",22,76,"PB","M",26,32,"075F6F","0",TRUE,FALSE,"small_granivore",76.5552096446982
337,316,2004-09-11,9,11,2004,"new_exclosure",22,15,"PB","F",26,28,"772A1E","0",TRUE,FALSE,"small_granivore",69.259729318276
337,316,2004-09-11,9,11,2004,"new_exclosure",22,45,"PB","F",26,29,"636F0B","0",TRUE,FALSE,"small_granivore",71.1067394489141
337,316,2004-09-11,9,11,2004,"new_exclosure",22,74,"PB","F",26,32,"744805","0",TRUE,FALSE,"small_granivore",76.5552096446982
337,316,2004-09-11,9,11,2004,"new_exclosure",22,53,"PP","F",26,28,"494E6F","0",TRUE,FALSE,"small_granivore",69.259729318276
337,316,2004-09-11,9,12,2004,"orig_exclosure",3,13,"PP","M",22,16,"353F5F","0",TRUE,FALSE,"small_granivore",45.52
337,316,2004-09-11,9,12,2004,"orig_exclosure",3,51,"PB","F",26,33,"6B4E68","0",TRUE,FALSE,"small_granivore",78.3425532205783
337,316,2004-09-11,9,12,2004,"orig_exclosure",3,44,"PB","M",27,32,"217E33","0",TRUE,FALSE,"small_granivore",76.5552096446982
337,316,2004-09-11,9,12,2004,"orig_exclosure",3,77,"PB","F",27,29,"111C65","0",TRUE,FALSE,"small_granivore",71.1067394489141
337,316,2004-09-11,9,12,2004,"orig_exclosure",3,75,"PP","F",23,19,"0A0621","0",TRUE,FALSE,"small_granivore",51.7818386467049
337,316,2004-09-11,9,12,2004,"orig_exclosure",3,24,"PB","F",25,25,"1D5119","0",TRUE,FALSE,"small_granivore",63.616133959869
337,316,2004-09-11,9,12,2004,"orig_exclosure",3,63,"PP","F",23,16,"5A7D7E","0",TRUE,FALSE,"small_granivore",45.52
337,316,2004-09-11,9,12,2004,"orig_exclosure",3,31,"PB","F",27,28,"191A08","0",TRUE,FALSE,"small_granivore",69.259729318276
337,316,2004-09-11,9,12,2004,"orig_exclosure",3,65,"PI","F",22,16,"252A6D","0",FALSE,FALSE,"other",45.52
337,316,2004-09-11,9,12,2004,"orig_exclosure",3,32,"PP","F",23,11,"186978","0",TRUE,FALSE,"small_granivore",34.3681994673169
337,316,2004-09-11,9,12,2004,"control",4,27,"PP","F",22,16,"11202","0",TRUE,FALSE,"small_granivore",45.52
337,316,2004-09-11,9,12,2004,"control",4,32,"DO","F",37,60,"600E64","0",FALSE,TRUE,"dipo",122.666423824197
337,316,2004-09-11,9,12,2004,"control",4,67,"DO","M",39,55,"3557","0",FALSE,TRUE,"dipo",114.91700096632
337,316,2004-09-11,9,12,2004,"control",4,35,"DO","F",36,56,"205D33","0",FALSE,TRUE,"dipo",116.480516210362
337,316,2004-09-11,9,12,2004,"control",4,11,"PP","F",22,16,"30123B","0",TRUE,FALSE,"small_granivore",45.52
337,316,2004-09-11,9,12,2004,"control",4,77,"PP","F",24,18,"57143D","0",TRUE,FALSE,"small_granivore",49.7240672582641
337,316,2004-09-11,9,12,2004,"control",4,71,"PP","M",24,19,"367732","0",TRUE,FALSE,"small_granivore",51.7818386467049
337,316,2004-09-11,9,12,2004,"control",4,16,"PP","F",22,16,"736B2C","0",TRUE,FALSE,"small_granivore",45.52
337,316,2004-09-11,9,12,2004,"control",4,63,"PP","F",20,16,"532629","0",TRUE,FALSE,"small_granivore",45.52
337,316,2004-09-11,9,12,2004,"control",11,55,"PP","M",22,13,"14457C","0",TRUE,FALSE,"small_granivore",38.9555894891111
337,316,2004-09-11,9,12,2004,"control",11,56,"DM","F",37,45,"232736","0",FALSE,TRUE,"dipo",98.8602380143538
337,316,2004-09-11,9,12,2004,"control",11,53,"DM","M",37,48,"407A17","0",FALSE,TRUE,"dipo",103.763161232581
337,316,2004-09-11,9,12,2004,"control",11,26,"PP","F",22,16,"362672","0",TRUE,FALSE,"small_granivore",45.52
337,316,2004-09-11,9,12,2004,"control",11,61,"PP","M",22,16,"203851","0",TRUE,FALSE,"small_granivore",45.52
337,316,2004-09-11,9,12,2004,"control",11,11,"PB","F",27,35,"140F00","0",TRUE,FALSE,"small_granivore",81.8772598057385
337,316,2004-09-11,9,12,2004,"control",11,12,"PP","F",21,17,"35796C","0",TRUE,FALSE,"small_granivore",47.6374995226924
337,316,2004-09-11,9,12,2004,"new_exclosure",8,53,"PP","F",21,16,"0B140F","0",TRUE,FALSE,"small_granivore",45.52
337,316,2004-09-11,9,12,2004,"new_exclosure",8,51,"PP","M",23,17,"336958","0",TRUE,FALSE,"small_granivore",47.6374995226924
337,316,2004-09-11,9,12,2004,"new_exclosure",8,11,"PP","F",22,15,"6E781B","0",TRUE,FALSE,"small_granivore",43.3691300549964
337,316,2004-09-11,9,12,2004,"new_exclosure",8,32,"PP","F",23,19,"4C5C1C","0",TRUE,FALSE,"small_granivore",51.7818386467049
337,316,2004-09-11,9,12,2004,"new_exclosure",8,71,"PB","F",26,27,"02357F","0",TRUE,FALSE,"small_granivore",67.3961502032971
337,316,2004-09-11,9,12,2004,"new_exclosure",8,75,"PP","M",23,20,"6B5F35","0",TRUE,FALSE,"small_granivore",53.8126975522807
337,316,2004-09-11,9,12,2004,"control",14,33,"PP","M",22,19,"6A4E18","0",TRUE,FALSE,"small_granivore",51.7818386467049
337,316,2004-09-11,9,12,2004,"control",14,43,"PP","F",21,14,"1A4561","0",TRUE,FALSE,"small_granivore",41.1820814442282
337,316,2004-09-11,9,12,2004,"control",14,61,"PP","M",21,16,"397469","0",TRUE,FALSE,"small_granivore",45.52
337,316,2004-09-11,9,12,2004,"orig_exclosure",15,46,"PB","F",26,26,"1F7A6E","0",TRUE,FALSE,"small_granivore",65.5152311109777
337,316,2004-09-11,9,12,2004,"orig_exclosure",15,73,"PB","F",26,29,"4A2F19","0",TRUE,FALSE,"small_granivore",71.1067394489141
337,316,2004-09-11,9,12,2004,"orig_exclosure",15,23,"DM","F",36,49,"0","0",FALSE,TRUE,"dipo",105.380274719703
338,317,2004-10-16,10,16,2004,"new_exclosure",2,56,"PP","F",23,15,"607F06","0",TRUE,FALSE,"small_granivore",43.3691300549964
338,317,2004-10-16,10,16,2004,"new_exclosure",2,51,"OT","F",20,23,"3C1132","0",FALSE,FALSE,"other",59.7596635079572
338,317,2004-10-16,10,16,2004,"new_exclosure",2,77,"OT","F",19,22,"44070E","0",FALSE,FALSE,"other",57.8001914615828
338,317,2004-10-16,10,16,2004,"new_exclosure",2,65,"PB","M",27,43,"051C66","0",TRUE,FALSE,"small_granivore",95.5462415403459
338,317,2004-10-16,10,16,2004,"new_exclosure",2,71,"NA","F",NA,189,"1709",NA,FALSE,FALSE,"other",290.040482896577
338,317,2004-10-16,10,16,2004,"new_exclosure",2,21,"PB","F",26,26,"70200A","0",TRUE,FALSE,"small_granivore",65.5152311109777
338,317,2004-10-16,10,16,2004,"new_exclosure",2,72,"PE","M",17,22,"496639","0",TRUE,FALSE,"small_granivore",57.8001914615828
338,317,2004-10-16,10,16,2004,"new_exclosure",2,26,"PP","M",20,14,"3E1D79","0",TRUE,FALSE,"small_granivore",41.1820814442282
338,317,2004-10-16,10,16,2004,"new_exclosure",2,63,"PB","M",26,33,"486067","0",TRUE,FALSE,"small_granivore",78.3425532205783
338,317,2004-10-16,10,16,2004,"new_exclosure",2,27,"PP","F",20,15,"1B4A3E","0",TRUE,FALSE,"small_granivore",43.3691300549964
338,317,2004-10-16,10,16,2004,"new_exclosure",2,44,"PE","M",20,18,"580245","0",TRUE,FALSE,"small_granivore",49.7240672582641
338,317,2004-10-16,10,16,2004,"new_exclosure",2,74,"PB","F",26,31,"6A4303","0",TRUE,FALSE,"small_granivore",74.7538451814357
338,317,2004-10-16,10,16,2004,"new_exclosure",2,31,"PB","F",27,32,"6B3271","0",TRUE,FALSE,"small_granivore",76.5552096446982
338,317,2004-10-16,10,16,2004,"new_exclosure",2,14,"PB","M",28,45,"261651","0",TRUE,FALSE,"small_granivore",98.8602380143538
338,317,2004-10-16,10,16,2004,"orig_exclosure",19,31,"PP","M",21,15,"371A66","0",TRUE,FALSE,"small_granivore",43.3691300549964
338,317,2004-10-16,10,16,2004,"orig_exclosure",19,56,"OT","F",20,26,"1E5018","0",FALSE,FALSE,"other",65.5152311109777
338,317,2004-10-16,10,16,2004,"orig_exclosure",19,74,"PP","M",22,18,"417D52","0",TRUE,FALSE,"small_granivore",49.7240672582641
338,317,2004-10-16,10,16,2004,"orig_exclosure",19,45,"PP","F",21,15,"166624","0",TRUE,FALSE,"small_granivore",43.3691300549964
338,317,2004-10-16,10,16,2004,"orig_exclosure",19,64,"PP","M",21,14,"7A474D","0",TRUE,FALSE,"small_granivore",41.1820814442282
338,317,2004-10-16,10,16,2004,"orig_exclosure",19,11,"PP","F",22,18,"64621F","0",TRUE,FALSE,"small_granivore",49.7240672582641
338,317,2004-10-16,10,16,2004,"orig_exclosure",19,32,"OT","M",19,25,"575C75","0",FALSE,FALSE,"other",63.616133959869
338,317,2004-10-16,10,16,2004,"control",17,71,"DM","F",35,48,"320B02","0",FALSE,TRUE,"dipo",103.763161232581
338,317,2004-10-16,10,16,2004,"control",17,23,"PP","F",22,19,"307334","0",TRUE,FALSE,"small_granivore",51.7818386467049
338,317,2004-10-16,10,16,2004,"control",17,31,"DM","M",36,49,"430C5D","0",FALSE,TRUE,"dipo",105.380274719703
338,317,2004-10-16,10,16,2004,"control",17,25,"PP","F",22,15,"163860","0",TRUE,FALSE,"small_granivore",43.3691300549964
338,317,2004-10-16,10,16,2004,"control",17,43,"PB","F",25,21,"7D3B6A","0",TRUE,FALSE,"small_granivore",55.8183169587426
338,317,2004-10-16,10,16,2004,"control",17,35,"PB","F",25,30,"41754","0",TRUE,FALSE,"small_granivore",72.9378919918372
338,317,2004-10-16,10,16,2004,"control",17,67,"PB","M",25,21,"3B4239","0",TRUE,FALSE,"small_granivore",55.8183169587426
338,317,2004-10-16,10,16,2004,"control",17,61,"PB","F",25,29,"515201","0",TRUE,FALSE,"small_granivore",71.1067394489141
338,317,2004-10-16,10,16,2004,"new_exclosure",22,56,"PB","F",26,32,"636F0B","0",TRUE,FALSE,"small_granivore",76.5552096446982
338,317,2004-10-16,10,16,2004,"new_exclosure",22,14,"PB","M",26,53,"04767A","0",TRUE,FALSE,"small_granivore",111.768434661472
338,317,2004-10-16,10,16,2004,"new_exclosure",22,55,"PB","M",26,35,"075F6F","0",TRUE,FALSE,"small_granivore",81.8772598057385
338,317,2004-10-16,10,16,2004,"new_exclosure",22,12,"PB","M",26,40,"496168","0",TRUE,FALSE,"small_granivore",90.5018089336904
338,317,2004-10-16,10,16,2004,"new_exclosure",22,51,"PB","F",27,30,"11407C","0",TRUE,FALSE,"small_granivore",72.9378919918372
338,317,2004-10-16,10,16,2004,"new_exclosure",22,11,"DM","M",36,48,"375","0",FALSE,TRUE,"dipo",103.763161232581
338,317,2004-10-16,10,16,2004,"new_exclosure",22,35,"PB","F",26,30,"744805","0",TRUE,FALSE,"small_granivore",72.9378919918372
338,317,2004-10-16,10,16,2004,"new_exclosure",22,42,"PB","F",26,28,"737B52","0",TRUE,FALSE,"small_granivore",69.259729318276
338,317,2004-10-16,10,16,2004,"orig_exclosure",21,57,"PB","F",26,26,"774E4B","0",TRUE,FALSE,"small_granivore",65.5152311109777
338,317,2004-10-16,10,16,2004,"orig_exclosure",21,45,"PB","M",26,44,"370D50","0",TRUE,FALSE,"small_granivore",97.2079476020466
338,317,2004-10-16,10,16,2004,"orig_exclosure",21,23,"PP","F",22,17,"49543F","0",TRUE,FALSE,"small_granivore",47.6374995226924
338,317,2004-10-16,10,16,2004,"orig_exclosure",21,64,"PB","M",26,44,"242D3B","0",TRUE,FALSE,"small_granivore",97.2079476020466
338,317,2004-10-16,10,17,2004,"orig_exclosure",3,12,"PP","M",23,16,"353F5F","0",TRUE,FALSE,"small_granivore",45.52
338,317,2004-10-16,10,17,2004,"orig_exclosure",3,13,"PP","F",23,15,"1E3459","0",TRUE,FALSE,"small_granivore",43.3691300549964
338,317,2004-10-16,10,17,2004,"orig_exclosure",3,17,"PP","F",21,14,"56396D","0",TRUE,FALSE,"small_granivore",41.1820814442282
338,317,2004-10-16,10,17,2004,"orig_exclosure",3,16,"PB","F",26,28,"111C65","0",TRUE,FALSE,"small_granivore",69.259729318276
338,317,2004-10-16,10,17,2004,"orig_exclosure",3,36,"OT","F",17,10,"50274C","0",FALSE,FALSE,"other",31.9972214033309
338,317,2004-10-16,10,17,2004,"orig_exclosure",3,23,"PB","F",26,28,"1D5119","0",TRUE,FALSE,"small_granivore",69.259729318276
338,317,2004-10-16,10,17,2004,"orig_exclosure",3,35,"PB","M",27,34,"217E33","0",TRUE,FALSE,"small_granivore",80.1164051605652
338,317,2004-10-16,10,17,2004,"orig_exclosure",3,71,"OT","M",20,27,"10056A","0",FALSE,FALSE,"other",67.3961502032971
338,317,2004-10-16,10,17,2004,"orig_exclosure",3,56,"PP","M",22,17,"577727","0",TRUE,FALSE,"small_granivore",47.6374995226924
338,317,2004-10-16,10,17,2004,"orig_exclosure",3,75,"PP","M",23,19,"0E1218","0",TRUE,FALSE,"small_granivore",51.7818386467049
338,317,2004-10-16,10,17,2004,"orig_exclosure",3,54,"PP","F",22,16,"6C0628","0",TRUE,FALSE,"small_granivore",45.52
338,317,2004-10-16,10,17,2004,"orig_exclosure",3,53,"PB","F",26,29,"191A08","0",TRUE,FALSE,"small_granivore",71.1067394489141
338,317,2004-10-16,10,17,2004,"control",4,41,"DO","M",36,57,"100E58","0",FALSE,TRUE,"dipo",118.037066617257
338,317,2004-10-16,10,17,2004,"control",4,21,"DO","F",37,55,"600E64","0",FALSE,TRUE,"dipo",114.91700096632
338,317,2004-10-16,10,17,2004,"control",4,16,"PP","F",22,16,"736B2C","0",TRUE,FALSE,"small_granivore",45.52
338,317,2004-10-16,10,17,2004,"control",4,33,"PP","M",21,15,"626170","0",TRUE,FALSE,"small_granivore",43.3691300549964
338,317,2004-10-16,10,17,2004,"control",4,36,"DO","F",37,54,"205D33","0",FALSE,TRUE,"dipo",113.346362215707
338,317,2004-10-16,10,17,2004,"control",4,12,"PP","M",22,17,"786E4C","0",TRUE,FALSE,"small_granivore",47.6374995226924
338,317,2004-10-16,10,17,2004,"control",4,71,"PP","F",22,16,"596A09","0",TRUE,FALSE,"small_granivore",45.52
338,317,2004-10-16,10,17,2004,"control",4,75,"DO","M",38,55,"3557","0",FALSE,TRUE,"dipo",114.91700096632
338,317,2004-10-16,10,17,2004,"orig_exclosure",3,13,"DO","M",35,56,"5B4043","0",FALSE,TRUE,"dipo",116.480516210362
338,317,2004-10-16,10,17,2004,"control",11,25,"PP","F",21,18,"35796C","0",TRUE,FALSE,"small_granivore",49.7240672582641
338,317,2004-10-16,10,17,2004,"control",11,21,"PP","M",21,16,"1A0E5A","0",TRUE,FALSE,"small_granivore",45.52
338,317,2004-10-16,10,17,2004,"control",11,36,"PP","M",23,17,"764E58","0",TRUE,FALSE,"small_granivore",47.6374995226924
338,317,2004-10-16,10,17,2004,"control",11,16,"PB","F",25,24,"0F384F","0",TRUE,FALSE,"small_granivore",61.6979448064802
338,317,2004-10-16,10,17,2004,"control",11,35,"DM","M",36,54,"407A17","0",FALSE,TRUE,"dipo",113.346362215707
338,317,2004-10-16,10,17,2004,"control",11,11,"PB","F",26,33,"140F00","0",TRUE,FALSE,"small_granivore",78.3425532205783
338,317,2004-10-16,10,17,2004,"control",11,67,"DM","F",37,56,"6B452A","0",FALSE,TRUE,"dipo",116.480516210362
338,317,2004-10-16,10,17,2004,"control",11,46,"DM","F",34,35,"175D24","0",FALSE,TRUE,"dipo",81.8772598057385
338,317,2004-10-16,10,17,2004,"control",11,31,"PP","M",21,16,"203851","0",TRUE,FALSE,"small_granivore",45.52
338,317,2004-10-16,10,17,2004,"control",11,75,"DM","F",35,45,"232736","0",FALSE,TRUE,"dipo",98.8602380143538
338,317,2004-10-16,10,17,2004,"new_exclosure",8,35,"PP","F",21,16,"6E781B","0",TRUE,FALSE,"small_granivore",45.52
338,317,2004-10-16,10,17,2004,"new_exclosure",8,72,"OT","F",19,25,"11051D","0",FALSE,FALSE,"other",63.616133959869
338,317,2004-10-16,10,17,2004,"new_exclosure",8,37,"PP","F",22,14,"251141","0",TRUE,FALSE,"small_granivore",41.1820814442282
338,317,2004-10-16,10,17,2004,"new_exclosure",8,75,"PP","F",20,13,"20203F","0",TRUE,FALSE,"small_granivore",38.9555894891111
338,317,2004-10-16,10,17,2004,"new_exclosure",8,76,"DO","F",35,52,"432E54","0",FALSE,TRUE,"dipo",110.18304597148
338,317,2004-10-16,10,17,2004,"new_exclosure",8,56,"PP","F",23,18,"4C5C1C","0",TRUE,FALSE,"small_granivore",49.7240672582641
338,317,2004-10-16,10,17,2004,"new_exclosure",8,43,"PP","F",21,12,"4B7B3B","0",TRUE,FALSE,"small_granivore",36.6858174724557
338,317,2004-10-16,10,17,2004,"new_exclosure",8,71,"PB","F",25,29,"02357F","0",TRUE,FALSE,"small_granivore",71.1067394489141
338,317,2004-10-16,10,17,2004,"new_exclosure",8,34,"PB","M",26,30,"075B3A","0",TRUE,FALSE,"small_granivore",72.9378919918372
338,317,2004-10-16,10,17,2004,"control",14,27,"PP","F",20,16,"1A4561","0",TRUE,FALSE,"small_granivore",45.52
338,317,2004-10-16,10,17,2004,"control",14,72,"DM","F",36,51,"4B5E50","0",FALSE,TRUE,"dipo",108.590016337657
338,317,2004-10-16,10,17,2004,"control",14,32,"PP","M",21,16,"397469","0",TRUE,FALSE,"small_granivore",45.52
338,317,2004-10-16,10,17,2004,"control",14,31,"DM","M",37,50,"347C60","0",FALSE,TRUE,"dipo",106.989157998308
338,317,2004-10-16,10,17,2004,"orig_exclosure",15,65,"PB","M",26,36,"1E6D45","0",TRUE,FALSE,"small_granivore",83.6255798186177
338,317,2004-10-16,10,17,2004,"orig_exclosure",15,15,"PB","F",26,28,"1F7A6E","0",TRUE,FALSE,"small_granivore",69.259729318276
338,317,2004-10-16,10,17,2004,"orig_exclosure",15,22,"DM","F",34,47,"0","0",FALSE,TRUE,"dipo",102.137602618615
339,318,2004-11-13,11,13,2004,"orig_exclosure",21,24,"PP","F",22,16,"49543F","0",TRUE,FALSE,"small_granivore",45.52
339,318,2004-11-13,11,13,2004,"orig_exclosure",21,32,"PB","F",25,26,"774E4B","0",TRUE,FALSE,"small_granivore",65.5152311109777
339,318,2004-11-13,11,13,2004,"orig_exclosure",21,36,"PB","M",26,44,"370D50","0",TRUE,FALSE,"small_granivore",97.2079476020466
339,318,2004-11-13,11,13,2004,"orig_exclosure",21,35,"PB","M",26,47,"242D3B","0",TRUE,FALSE,"small_granivore",102.137602618615
339,318,2004-11-13,11,13,2004,"new_exclosure",22,21,"PB","M",26,41,"496168","0",TRUE,FALSE,"small_granivore",92.1934694843704
339,318,2004-11-13,11,13,2004,"new_exclosure",22,73,"PB","M",26,35,"075F6F","0",TRUE,FALSE,"small_granivore",81.8772598057385
339,318,2004-11-13,11,13,2004,"new_exclosure",22,32,"PB","F",25,28,"737B52","0",TRUE,FALSE,"small_granivore",69.259729318276
339,318,2004-11-13,11,13,2004,"new_exclosure",22,16,"PB","M",26,49,"04767A","0",TRUE,FALSE,"small_granivore",105.380274719703
339,318,2004-11-13,11,13,2004,"new_exclosure",22,44,"PB","F",26,32,"636F0B","0",TRUE,FALSE,"small_granivore",76.5552096446982
339,318,2004-11-13,11,13,2004,"new_exclosure",22,65,"PB","F",26,30,"744805","0",TRUE,FALSE,"small_granivore",72.9378919918372
339,318,2004-11-13,11,13,2004,"new_exclosure",22,41,"PB","F",26,30,"11407C","0",TRUE,FALSE,"small_granivore",72.9378919918372
339,318,2004-11-13,11,13,2004,"new_exclosure",22,11,"OT","M",20,25,"4B7149","0",FALSE,FALSE,"other",63.616133959869
339,318,2004-11-13,11,13,2004,"new_exclosure",2,55,"PB","F",26,28,"212446","0",TRUE,FALSE,"small_granivore",69.259729318276
339,318,2004-11-13,11,13,2004,"new_exclosure",2,63,"PB","M",27,43,"051C66","0",TRUE,FALSE,"small_granivore",95.5462415403459
339,318,2004-11-13,11,13,2004,"new_exclosure",2,74,"PP","F",23,16,"607F06","0",TRUE,FALSE,"small_granivore",45.52
339,318,2004-11-13,11,13,2004,"new_exclosure",2,61,"PP","M",22,15,"35795E","0",TRUE,FALSE,"small_granivore",43.3691300549964
339,318,2004-11-13,11,13,2004,"new_exclosure",2,11,"PB","F",25,28,"70200A","0",TRUE,FALSE,"small_granivore",69.259729318276
339,318,2004-11-13,11,13,2004,"new_exclosure",2,14,"PB","M",25,34,"486067","0",TRUE,FALSE,"small_granivore",80.1164051605652
339,318,2004-11-13,11,13,2004,"new_exclosure",2,17,"PB","M",29,44,"261651","0",TRUE,FALSE,"small_granivore",97.2079476020466
339,318,2004-11-13,11,13,2004,"new_exclosure",2,16,"PB","F",25,26,"6B3271","0",TRUE,FALSE,"small_granivore",65.5152311109777
339,318,2004-11-13,11,13,2004,"new_exclosure",2,72,"OT","F",20,22,"44070E","0",FALSE,FALSE,"other",57.8001914615828
339,318,2004-11-13,11,13,2004,"new_exclosure",2,75,"PB","F",25,31,"6A4303","0",TRUE,FALSE,"small_granivore",74.7538451814357
339,318,2004-11-13,11,13,2004,"new_exclosure",2,26,"PE","F",19,17,"746967","0",TRUE,FALSE,"small_granivore",47.6374995226924
339,318,2004-11-13,11,13,2004,"new_exclosure",2,27,"PE","M",19,15,"1D0476","0",TRUE,FALSE,"small_granivore",43.3691300549964
339,318,2004-11-13,11,13,2004,"new_exclosure",2,22,"PP","M",21,14,"3E1D79","0",TRUE,FALSE,"small_granivore",41.1820814442282
